_id	_cws.spot.foc10.nav.ppmi_weight.bound	_count.spot.foc10.nav.ppmi_weight.bound	_cws.spot.foc10.nav.ppmi_sel.bound	_count.spot.foc10.nav.ppmi_sel.bound	_cws.spot.foc10.nav.no_ppmi.bound	_count.spot.foc10.nav.no_ppmi.bound	_cws.spot.foc10.all.ppmi_weight.bound	_count.spot.foc10.all.ppmi_weight.bound	_cws.spot.foc10.all.ppmi_sel.bound	_count.spot.foc10.all.ppmi_sel.bound	_cws.spot.foc10.all.no_ppmi.bound	_count.spot.foc10.all.no_ppmi.bound	_cws.spot.foc5.nav.ppmi_weight.bound	_count.spot.foc5.nav.ppmi_weight.bound	_cws.spot.foc5.nav.ppmi_sel.bound	_count.spot.foc5.nav.ppmi_sel.bound	_cws.spot.foc5.nav.no_ppmi.bound	_count.spot.foc5.nav.no_ppmi.bound	_cws.spot.foc5.all.ppmi_weight.bound	_count.spot.foc5.all.ppmi_weight.bound	_cws.spot.foc5.all.ppmi_sel.bound	_count.spot.foc5.all.ppmi_sel.bound	_cws.spot.foc5.all.no_ppmi.bound	_count.spot.foc5.all.no_ppmi.bound
spot/noun/de_standaard_20030531_01_9/704	aanvankelijk/adj;vind/verb	2	aanvankelijk/adj;vind/verb	2	aanvankelijk/adj;verdwijn/verb;vind/verb	3	aanvankelijk/adj;de/det;hij/pron;vind/verb;zijn/det	5	aanvankelijk/adj;de/det;hij/pron;vind/verb;zijn/det	5	aanvankelijk/adj;de/det;dus/adv;hij/pron;na/prep;niet/adv;uit/prep;verdwijn/verb;vind/verb;zijn/det	10		0		0	verdwijn/verb	1	de/det;zijn/det	2	de/det;zijn/det	2	de/det;na/prep;uit/prep;verdwijn/verb;zijn/det	5
spot/noun/de_standaard_20020621_01_137/228		0		0	lift/noun;onderhoud/verb	2	de/det	1	de/det	1	de/det;lift/noun;onderhoud/verb	3		0		0		0	de/det	1	de/det	1	de/det	1
spot/noun/de_standaard_20041215_01_87/1033	bezorgd/adj;maak/verb	2	bezorgd/adj;maak/verb	2	bezorgd/adj;maak/verb;ouder/noun	3	bezorgd/adj;die/pron;diegene/pron;een/det;maak/verb;zo/adv	6	bezorgd/adj;die/pron;diegene/pron;een/det;maak/verb;zo/adv	6	bezorgd/adj;die/pron;diegene/pron;een/det;maak/verb;ouder/noun;zo/adv	7	bezorgd/adj;maak/verb	2	bezorgd/adj;maak/verb	2	bezorgd/adj;maak/verb;ouder/noun	3	bezorgd/adj;die/pron;diegene/pron;een/det;maak/verb;zo/adv	6	bezorgd/adj;die/pron;diegene/pron;een/det;maak/verb;zo/adv	6	bezorgd/adj;die/pron;diegene/pron;een/det;maak/verb;ouder/noun;zo/adv	7
spot/noun/de_standaard_20030208_01_178/748	cabaret/noun;charmant/adj;doek/noun;glimlach/adj;groet/verb;knipoog/noun;rood/adj;vet/adj	8	cabaret/noun;charmant/adj;doek/noun;glimlach/adj;groet/verb;knipoog/noun;rood/adj;vet/adj	8	Nederlands/adj;cabaret/noun;charmant/adj;doek/noun;glimlach/adj;groet/verb;knipoog/noun;rood/adj;vet/adj	9	cabaret/noun;charmant/adj;doek/noun;een/det;glimlach/adj;groet/verb;knipoog/noun;naast/prep;onder/prep;rood/adj;vet/adj	11	cabaret/noun;charmant/adj;doek/noun;een/det;glimlach/adj;groet/verb;knipoog/noun;naast/prep;onder/prep;rood/adj;vet/adj	11	Nederlands/adj;cabaret/noun;charmant/adj;doek/noun;een/det;glimlach/adj;groet/verb;het/det;knipoog/noun;naar/prep;naast/prep;onder/prep;rood/adj;vet/adj	14	cabaret/noun;doek/noun;rood/adj	3	cabaret/noun;doek/noun;rood/adj	3	Nederlands/adj;cabaret/noun;doek/noun;rood/adj	4	cabaret/noun;doek/noun;naast/prep;onder/prep;rood/adj	5	cabaret/noun;doek/noun;naast/prep;onder/prep;rood/adj	5	Nederlands/adj;cabaret/noun;doek/noun;naast/prep;onder/prep;rood/adj	6
spot/noun/de_standaard_20040513_01_56/294	forum/noun;loper/noun;rood/adj;wereld_pers/noun	4	forum/noun;loper/noun;rood/adj;wereld_pers/noun	4	festival/noun;forum/noun;loper/noun;plaats/noun;rood/adj;wereld_pers/noun	6	de/det;een/det;forum/noun;loper/noun;met/prep;onder/prep;op/prep;rood/adj;van/prep;wereld_pers/noun	10	de/det;een/det;forum/noun;loper/noun;met/prep;onder/prep;op/prep;rood/adj;van/prep;wereld_pers/noun	10	bij/prep;de/det;een/det;festival/noun;forum/noun;gisteren/adv;het/det;loper/noun;met/prep;onder/prep;op/prep;plaats/noun;rood/adj;van/prep;wereld_pers/noun	15	wereld_pers/noun	1	wereld_pers/noun	1	plaats/noun;wereld_pers/noun	2	een/det;met/prep;onder/prep;op/prep;van/prep;wereld_pers/noun	6	een/det;met/prep;onder/prep;op/prep;van/prep;wereld_pers/noun	6	een/det;gisteren/adv;met/prep;onder/prep;op/prep;plaats/noun;van/prep;wereld_pers/noun	8
spot/noun/de_standaard_20040226_01_79/777	doordrenkt/adj;mild/adj;na_woord/noun;roman/noun;schets/verb;zelfportret/noun	6	doordrenkt/adj;mild/adj;na_woord/noun;roman/noun;schets/verb;zelfportret/noun	6	doordrenkt/adj;mild/adj;na_woord/noun;roman/noun;schets/verb;zelfportret/noun	6	doordrenkt/adj;mild/adj;na_woord/noun;roman/noun;schets/verb;van/prep;zelfportret/noun	7	doordrenkt/adj;mild/adj;na_woord/noun;roman/noun;schets/verb;van/prep;zelfportret/noun	7	bij/prep;deze/det;doordrenkt/adj;het/det;mild/adj;na_woord/noun;roman/noun;schets/verb;van/prep;zelfportret/noun;één/pron	11	doordrenkt/adj;mild/adj;schets/verb;zelfportret/noun	4	doordrenkt/adj;mild/adj;schets/verb;zelfportret/noun	4	doordrenkt/adj;mild/adj;schets/verb;zelfportret/noun	4	doordrenkt/adj;mild/adj;schets/verb;van/prep;zelfportret/noun	5	doordrenkt/adj;mild/adj;schets/verb;van/prep;zelfportret/noun	5	doordrenkt/adj;mild/adj;schets/verb;van/prep;zelfportret/noun;één/pron	6
spot/noun/de_standaard_20000306_01_106/205	ben/verb;detective/noun;heb_op/verb;mikpunt/noun;pet/noun	5	ben/verb;detective/noun;heb_op/verb;mikpunt/noun;pet/noun	5	ben/verb;detective/noun;heb_op/verb;hoog/adj;mikpunt/noun;pet/noun	6	ben/verb;de/det;detective/noun;die/pron;heb_op/verb;mikpunt/noun;overmaat/adv;pet/noun;ramp/adv;tot/adv;van/prep	11	ben/verb;de/det;detective/noun;die/pron;heb_op/verb;mikpunt/noun;overmaat/adv;pet/noun;ramp/adv;tot/adv;van/prep	11	ben/verb;de/det;detective/noun;die/pron;geen/det;heb_op/verb;het/det;hoog/adj;mikpunt/noun;op/part;overmaat/adv;pet/noun;ramp/adv;tot/adv;van/adv;van/prep	16	detective/noun;mikpunt/noun	2	detective/noun;mikpunt/noun	2	detective/noun;mikpunt/noun	2	de/det;detective/noun;die/pron;mikpunt/noun;van/prep	5	de/det;detective/noun;die/pron;mikpunt/noun;van/prep	5	de/det;detective/noun;die/pron;het/det;mikpunt/noun;van/prep	6
spot/noun/de_standaard_20031122_01_131/258	beantwoord/verb;cosmetische/adj;exclusief/adj;geschetst/adj;hot/noun;ken/verb;meest/adj;nieuw/adj;product/noun;profiel/noun	10	beantwoord/verb;cosmetische/adj;exclusief/adj;geschetst/adj;hot/noun;ken/verb;meest/adj;nieuw/adj;product/noun;profiel/noun	10	Europees/adj;beantwoord/verb;cosmetische/adj;exclusief/adj;geschetst/adj;hot/noun;ken/verb;meest/adj;nieuw/adj;product/noun;profiel/noun	11	alle/det;beantwoord/verb;cosmetische/adj;de/det;die/pron;exclusief/adj;geschetst/adj;hot/noun;ken/verb;meest/adj;nieuw/adj;product/noun;profiel/noun	13	alle/det;beantwoord/verb;cosmetische/adj;de/det;die/pron;exclusief/adj;geschetst/adj;hot/noun;ken/verb;meest/adj;nieuw/adj;product/noun;profiel/noun	13	Europees/adj;aan/prep;alle/det;altijd/adv;beantwoord/verb;cosmetische/adj;de/det;die/pron;exclusief/adj;geschetst/adj;het/det;hot/noun;ken/verb;meest/adj;nieuw/adj;product/noun;profiel/noun	17	hot/noun;ken/verb;nieuw/adj	3	hot/noun;ken/verb;nieuw/adj	3	Europees/adj;hot/noun;ken/verb;nieuw/adj	4	alle/det;de/det;die/pron;hot/noun;ken/verb;nieuw/adj	6	alle/det;de/det;die/pron;hot/noun;ken/verb;nieuw/adj	6	Europees/adj;alle/det;altijd/adv;de/det;die/pron;hot/noun;ken/verb;nieuw/adj	8
spot/noun/de_standaard_20000417_01_41/410	bang/adj;ben/verb;drijf/verb;iemand/noun	4	bang/adj;ben/verb;drijf/verb;iemand/noun	4	bang/adj;ben/verb;drijf/verb;hoef/verb;iemand/noun;kan/verb	6	bang/adj;ben/verb;de/det;drijf/verb;iemand/noun;met/prep;ze/pron	7	bang/adj;ben/verb;de/det;drijf/verb;iemand/noun;met/prep;ze/pron	7	bang/adj;ben/verb;de/det;drijf/verb;hoef/verb;iemand/noun;kan/verb;met/prep;ze/pron	9	bang/adj;drijf/verb	2	bang/adj;drijf/verb	2	bang/adj;drijf/verb;kan/verb	3	bang/adj;de/det;drijf/verb;met/prep;ze/pron	5	bang/adj;de/det;drijf/verb;met/prep;ze/pron	5	bang/adj;de/det;drijf/verb;kan/verb;met/prep;ze/pron	6
spot/noun/de_standaard_20000703_01_80/681	afkomst/noun;helder/adj;kijk_terug/verb	3	afkomst/noun;helder/adj;kijk_terug/verb	3	afkomst/noun;helder/adj;kijk_terug/verb	3	afkomst/noun;helder/adj;kijk_terug/verb;met/prep;ook/adv;op/prep;zijn/det	7	afkomst/noun;helder/adj;kijk_terug/verb;met/prep;ook/adv;op/prep;zijn/det	7	afkomst/noun;helder/adj;kijk_terug/verb;met/prep;ook/adv;op/prep;terug/part;zijn/det	8	afkomst/noun;helder/adj;kijk_terug/verb	3	afkomst/noun;helder/adj;kijk_terug/verb	3	afkomst/noun;helder/adj;kijk_terug/verb	3	afkomst/noun;helder/adj;kijk_terug/verb;met/prep	4	afkomst/noun;helder/adj;kijk_terug/verb;met/prep	4	afkomst/noun;helder/adj;kijk_terug/verb;met/prep;terug/part	5
spot/noun/de_standaard_20000715_01_95/1508	priem/verb	1	priem/verb	1	priem/verb	1	op/prep;priem/verb	2	op/prep;priem/verb	2	op/prep;priem/verb	2	priem/verb	1	priem/verb	1	priem/verb	1	op/prep;priem/verb	2	op/prep;priem/verb	2	op/prep;priem/verb	2
spot/noun/de_standaard_20040628_01_96/550	ontlok/verb;oppositie/noun;socialistisch/adj	3	ontlok/verb;oppositie/noun;socialistisch/adj	3	ontlok/verb;oppositie/noun;socialistisch/adj	3	de/det;ontlok/verb;oppositie/noun;socialistisch/adj	4	de/det;ontlok/verb;oppositie/noun;socialistisch/adj	4	bij/prep;de/det;het/det;ontlok/verb;oppositie/noun;socialistisch/adj	6	ontlok/verb;oppositie/noun;socialistisch/adj	3	ontlok/verb;oppositie/noun;socialistisch/adj	3	ontlok/verb;oppositie/noun;socialistisch/adj	3	de/det;ontlok/verb;oppositie/noun;socialistisch/adj	4	de/det;ontlok/verb;oppositie/noun;socialistisch/adj	4	bij/prep;de/det;het/det;ontlok/verb;oppositie/noun;socialistisch/adj	6
spot/noun/de_standaard_20000920_01_101/355	ben/verb;sta/verb	2	ben/verb;sta/verb	2	ben/verb;goed/adj;heb/verb;sta/verb	4	ben/verb;de/det;hij/pron;onder/prep;sta/verb	5	ben/verb;de/det;hij/pron;onder/prep;sta/verb	5	altijd/adv;ben/verb;de/det;goed/adj;heb/verb;hij/pron;ik/pron;onder/prep;sta/verb	9	sta/verb	1	sta/verb	1	heb/verb;sta/verb	2	de/det;hij/pron;onder/prep;sta/verb	4	de/det;hij/pron;onder/prep;sta/verb	4	altijd/adv;de/det;heb/verb;hij/pron;onder/prep;sta/verb	6
spot/noun/de_standaard_20040428_01_53/803	Atheense/adj;hot/noun	2	Atheense/adj;hot/noun	2	Atheense/adj;heb/verb;hot/noun	3	Atheense/adj;hot/noun;ze/pron	3	Atheense/adj;hot/noun;ze/pron	3	Atheense/adj;heb/verb;het/det;hot/noun;in/prep;pas/adv;ze/pron	7	hot/noun	1	hot/noun	1	heb/verb;hot/noun	2	hot/noun	1	hot/noun	1	heb/verb;hot/noun;pas/adv	3
spot/noun/de_standaard_20001109_01_71/1304	brief/noun;maak/verb;radio/noun;televisie/noun;word/verb	5	brief/noun;maak/verb;radio/noun;televisie/noun;word/verb	5	brief/noun;maak/verb;radio/noun;televisie/noun;word/verb	5	brief/noun;een/det;maak/verb;met/prep;radio/noun;televisie/noun;word/verb	7	brief/noun;een/det;maak/verb;met/prep;radio/noun;televisie/noun;word/verb	7	brief/noun;een/det;maak/verb;met/prep;radio/noun;televisie/noun;voor/prep;word/verb	8	maak/verb;radio/noun;televisie/noun;word/verb	4	maak/verb;radio/noun;televisie/noun;word/verb	4	maak/verb;radio/noun;televisie/noun;word/verb	4	een/det;maak/verb;radio/noun;televisie/noun;word/verb	5	een/det;maak/verb;radio/noun;televisie/noun;word/verb	5	een/det;maak/verb;radio/noun;televisie/noun;word/verb	5
spot/noun/de_standaard_20000212_01_55/162	campagne/noun;radio/noun;televisie/noun;wijze/noun	4	campagne/noun;radio/noun;televisie/noun;wijze/noun	4	campagne/noun;heb/verb;mag/verb;partij/noun;politiek/adj;radio/noun;televisie/noun;voer/verb;wijze/noun	9	campagne/noun;de/det;met/prep;op/prep;radio/noun;televisie/noun;wijze/noun	7	campagne/noun;de/det;met/prep;op/prep;radio/noun;televisie/noun;wijze/noun	7	campagne/noun;de/det;heb/verb;mag/verb;met/prep;op/prep;partij/noun;politiek/adj;radio/noun;televisie/noun;voer/verb;wijze/noun	12	campagne/noun;radio/noun;televisie/noun;wijze/noun	4	campagne/noun;radio/noun;televisie/noun;wijze/noun	4	campagne/noun;partij/noun;politiek/adj;radio/noun;televisie/noun;wijze/noun	6	campagne/noun;met/prep;op/prep;radio/noun;televisie/noun;wijze/noun	6	campagne/noun;met/prep;op/prep;radio/noun;televisie/noun;wijze/noun	6	campagne/noun;met/prep;op/prep;partij/noun;politiek/adj;radio/noun;televisie/noun;wijze/noun	8
spot/noun/de_standaard_20001016_01_113/89	palmboom/noun;richt/verb;word/verb	3	palmboom/noun;richt/verb;word/verb	3	groot/adj;kom/verb;palmboom/noun;richt/verb;water/noun;word/verb	6	er/adv;op/prep;overal/adv;palmboom/noun;richt/verb;word/verb	6	er/adv;op/prep;overal/adv;palmboom/noun;richt/verb;word/verb	6	er/adv;groot/adj;het/det;kom/verb;op/prep;overal/adv;palmboom/noun;richt/verb;water/noun;word/verb	10	richt/verb;word/verb	2	richt/verb;word/verb	2	groot/adj;richt/verb;water/noun;word/verb	4	er/adv;op/prep;richt/verb;word/verb	4	er/adv;op/prep;richt/verb;word/verb	4	er/adv;groot/adj;het/det;op/prep;richt/verb;water/noun;word/verb	7
spot/noun/de_standaard_20030725_01_15/389	ben/verb;dat/noun;fout/noun;klein/adj;lawaaierig/adj;letter_DIM/noun;maak/verb;publiek/noun	8	ben/verb;dat/noun;fout/noun;klein/adj;lawaaierig/adj;letter_DIM/noun;maak/verb;publiek/noun	8	ben/verb;dat/noun;fout/noun;klein/adj;lastig/adj;lawaaierig/adj;letter_DIM/noun;maak/verb;publiek/noun	9	ben/verb;dat/noun;de/det;die/pron;fout/noun;hun/det;klein/adj;lawaaierig/adj;letter_DIM/noun;maak/verb;met/prep;publiek/noun;ze/pron	13	ben/verb;dat/noun;de/det;die/pron;fout/noun;hun/det;klein/adj;lawaaierig/adj;letter_DIM/noun;maak/verb;met/prep;publiek/noun;ze/pron	13	ben/verb;dat/noun;de/det;die/pron;fout/noun;het/det;hun/det;klein/adj;lastig/adj;lawaaierig/adj;letter_DIM/noun;maak/verb;met/prep;niet/adv;publiek/noun;ze/pron	16	klein/adj;lawaaierig/adj;letter_DIM/noun;maak/verb	4	klein/adj;lawaaierig/adj;letter_DIM/noun;maak/verb	4	klein/adj;lastig/adj;lawaaierig/adj;letter_DIM/noun;maak/verb	5	klein/adj;lawaaierig/adj;letter_DIM/noun;maak/verb;met/prep	5	klein/adj;lawaaierig/adj;letter_DIM/noun;maak/verb;met/prep	5	klein/adj;lastig/adj;lawaaierig/adj;letter_DIM/noun;maak/verb;met/prep;niet/adv	7
spot/noun/de_standaard_20000619_01_83/815	loser/noun;voorwerp/noun;word/verb;zegevier/adj	4	loser/noun;voorwerp/noun;word/verb;zegevier/adj	4	loser/noun;voorwerp/noun;word/verb;zegevier/adj	4	een/det;heel/adv;loser/noun;van/prep;voorwerp/noun;word/verb;zegevier/adj	7	een/det;heel/adv;loser/noun;van/prep;voorwerp/noun;word/verb;zegevier/adj	7	een/det;heel/adv;het/det;in/prep;loser/noun;van/prep;voorwerp/noun;word/verb;zegevier/adj	9	voorwerp/noun;word/verb	2	voorwerp/noun;word/verb	2	voorwerp/noun;word/verb	2	een/det;heel/adv;van/prep;voorwerp/noun;word/verb	5	een/det;heel/adv;van/prep;voorwerp/noun;word/verb	5	een/det;heel/adv;in/prep;van/prep;voorwerp/noun;word/verb	6
spot/noun/de_standaard_20011006_01_124/502	daglicht/noun;dien_in/verb;klacht/noun;vee_handelaar/noun;verkeerd/adj	5	daglicht/noun;dien_in/verb;klacht/noun;vee_handelaar/noun;verkeerd/adj	5	daglicht/noun;dien_in/verb;klacht/noun;stel/verb;vee_handelaar/noun;verkeerd/adj;zal/verb	7	daglicht/noun;de/det;dien_in/verb;een/det;klacht/noun;ook/adv;vee_handelaar/noun;verkeerd/adj	8	daglicht/noun;de/det;dien_in/verb;een/det;klacht/noun;ook/adv;vee_handelaar/noun;verkeerd/adj	8	daglicht/noun;de/det;dien_in/verb;een/det;in/prep;klacht/noun;ook/adv;stel/verb;vee_handelaar/noun;verkeerd/adj;zal/verb	11	daglicht/noun;dien_in/verb;klacht/noun;vee_handelaar/noun;verkeerd/adj	5	daglicht/noun;dien_in/verb;klacht/noun;vee_handelaar/noun;verkeerd/adj	5	daglicht/noun;dien_in/verb;klacht/noun;vee_handelaar/noun;verkeerd/adj;zal/verb	6	daglicht/noun;de/det;dien_in/verb;een/det;klacht/noun;vee_handelaar/noun;verkeerd/adj	7	daglicht/noun;de/det;dien_in/verb;een/det;klacht/noun;vee_handelaar/noun;verkeerd/adj	7	daglicht/noun;de/det;dien_in/verb;een/det;in/prep;klacht/noun;vee_handelaar/noun;verkeerd/adj;zal/verb	9
spot/noun/de_standaard_20031007_01_57/2217	ben/verb	1	ben/verb	1	aantal/noun;ben/verb;koop/verb;procent/noun;stijg/verb	5	ben/verb;met/prep	2	ben/verb;met/prep	2	aantal/noun;ben/verb;dat/pron;het/det;koop/verb;met/prep;procent/noun;stijg/verb;we/pron;wel/adv	10	ben/verb	1	ben/verb	1	aantal/noun;ben/verb;koop/verb	3	ben/verb	1	ben/verb	1	aantal/noun;ben/verb;dat/pron;het/det;koop/verb;we/pron	6
spot/noun/de_standaard_20030217_01_81/1011	criticus/noun;drijf/verb;tafereel/noun	3	criticus/noun;drijf/verb;tafereel/noun	3	criticus/noun;drijf/verb;leef/verb;tafereel/noun;tijd/noun;veel/adj	6	criticus/noun;de/det;die/det;drijf/verb;met/prep;tafereel/noun	6	criticus/noun;de/det;die/det;drijf/verb;met/prep;tafereel/noun	6	criticus/noun;de/det;deze/det;die/det;drijf/verb;in/prep;leef/verb;met/prep;tafereel/noun;tijd/noun;uit/prep;veel/adj	12	drijf/verb;tafereel/noun	2	drijf/verb;tafereel/noun	2	drijf/verb;tafereel/noun;tijd/noun	3	de/det;die/det;drijf/verb;met/prep;tafereel/noun	5	de/det;die/det;drijf/verb;met/prep;tafereel/noun	5	de/det;deze/det;die/det;drijf/verb;met/prep;tafereel/noun;tijd/noun;uit/prep	8
spot/noun/de_standaard_20020204_01_86/846	opwaarts/adj;vind/verb	2	opwaarts/adj;vind/verb	2	help/verb;laat/verb;opwaarts/adj;plaats/noun;vind/verb;vlieg/verb	6	de/det;elkaar/det;opwaarts/adj;van/prep;vind/verb;ze/pron	6	de/det;elkaar/det;opwaarts/adj;van/prep;vind/verb;ze/pron	6	de/det;elkaar/det;help/verb;laat/verb;opwaarts/adj;plaats/noun;van/prep;vind/verb;vlieg/verb;ze/pron	10	vind/verb	1	vind/verb	1	help/verb;plaats/noun;vind/verb	3	elkaar/det;vind/verb;ze/pron	3	elkaar/det;vind/verb;ze/pron	3	elkaar/det;help/verb;plaats/noun;vind/verb;ze/pron	5
spot/noun/de_standaard_20040728_01_74/386	mannelijk/adj;schemer_door/verb;wonder/noun	3	mannelijk/adj;schemer_door/verb;wonder/noun	3	mannelijk/adj;schemer_door/verb;veel/adj;wonder/noun	4	mannelijk/adj;schemer_door/verb;wonder/noun	3	mannelijk/adj;schemer_door/verb;wonder/noun	3	geen/det;in/prep;mannelijk/adj;schemer_door/verb;veel/adj;wonder/noun	6	mannelijk/adj;schemer_door/verb;wonder/noun	3	mannelijk/adj;schemer_door/verb;wonder/noun	3	mannelijk/adj;schemer_door/verb;veel/adj;wonder/noun	4	mannelijk/adj;schemer_door/verb;wonder/noun	3	mannelijk/adj;schemer_door/verb;wonder/noun	3	geen/det;in/prep;mannelijk/adj;schemer_door/verb;veel/adj;wonder/noun	6
spot/noun/de_standaard_19991126_01_93/2200		0		0	kan/verb;krijg/verb;probleem/noun;zal/verb	4	zulk/det	1	zulk/det	1	kan/verb;krijg/verb;probleem/noun;zal/verb;zulk/det	5		0		0	kan/verb;krijg/verb;probleem/noun;zal/verb	4	zulk/det	1	zulk/det	1	kan/verb;krijg/verb;probleem/noun;zal/verb;zulk/det	5
spot/noun/de_standaard_19990703_01_66/622	drijf/verb;oog_klep/noun	2	drijf/verb;oog_klep/noun	2	drijf/verb;jaar/noun;oog_klep/noun	3	de/det;drijf/verb;met/prep;oog_klep/noun;van/prep	5	de/det;drijf/verb;met/prep;oog_klep/noun;van/prep	5	al/adv;de/det;drijf/verb;jaar/noun;met/prep;oog_klep/noun;van/prep	7	drijf/verb;oog_klep/noun	2	drijf/verb;oog_klep/noun	2	drijf/verb;jaar/noun;oog_klep/noun	3	de/det;drijf/verb;met/prep;oog_klep/noun	4	de/det;drijf/verb;met/prep;oog_klep/noun	4	al/adv;de/det;drijf/verb;jaar/noun;met/prep;oog_klep/noun	6
spot/noun/de_standaard_20040122_01_8/517	advertentie/noun;affiche/noun;flyers/noun;ondersteun/verb;promotie_campagne/noun;tv/noun;vak_blad/noun;word/verb	8	advertentie/noun;affiche/noun;flyers/noun;ondersteun/verb;promotie_campagne/noun;tv/noun;vak_blad/noun;word/verb	8	advertentie/noun;affiche/noun;flyers/noun;ondersteun/verb;promotie_campagne/noun;tv/noun;vak_blad/noun;word/verb	8	advertentie/noun;affiche/noun;door/prep;een/det;flyers/noun;met/prep;ondersteun/verb;op/prep;promotie_campagne/noun;tv/noun;vak_blad/noun;word/verb	12	advertentie/noun;affiche/noun;door/prep;een/det;flyers/noun;met/prep;ondersteun/verb;op/prep;promotie_campagne/noun;tv/noun;vak_blad/noun;word/verb	12	advertentie/noun;affiche/noun;door/prep;een/det;flyers/noun;in/prep;met/prep;ondersteun/verb;op/prep;promotie_campagne/noun;tv/noun;vak_blad/noun;word/verb	13	advertentie/noun;affiche/noun;flyers/noun;tv/noun	4	advertentie/noun;affiche/noun;flyers/noun;tv/noun	4	advertentie/noun;affiche/noun;flyers/noun;tv/noun	4	advertentie/noun;affiche/noun;flyers/noun;met/prep;op/prep;tv/noun	6	advertentie/noun;affiche/noun;flyers/noun;met/prep;op/prep;tv/noun	6	advertentie/noun;affiche/noun;flyers/noun;in/prep;met/prep;op/prep;tv/noun	7
spot/noun/de_standaard_20020404_01_101/1552	drijf/verb;indruk/noun;onttrek/verb;word/verb	4	drijf/verb;indruk/noun;onttrek/verb;word/verb	4	drijf/verb;geef_toe/verb;indruk/noun;lezer/noun;onttrek/verb;word/verb	6	dan/adv;de/det;drijf/verb;er/adv;indruk/noun;met/prep;onttrek/verb;word/verb;zelfs/adv	9	dan/adv;de/det;drijf/verb;er/adv;indruk/noun;met/prep;onttrek/verb;word/verb;zelfs/adv	9	aan/prep;dan/adv;de/det;drijf/verb;er/adv;geef_toe/verb;ik/pron;indruk/noun;lezer/noun;me/pron;met/prep;niet/adv;onttrek/verb;word/verb;zelfs/adv	15	drijf/verb;indruk/noun;onttrek/verb;word/verb	4	drijf/verb;indruk/noun;onttrek/verb;word/verb	4	drijf/verb;indruk/noun;lezer/noun;onttrek/verb;word/verb	5	de/det;drijf/verb;er/adv;indruk/noun;met/prep;onttrek/verb;word/verb	7	de/det;drijf/verb;er/adv;indruk/noun;met/prep;onttrek/verb;word/verb	7	de/det;drijf/verb;er/adv;indruk/noun;lezer/noun;met/prep;onttrek/verb;word/verb	8
spot/noun/de_standaard_20041211_01_130/638	fel/adj;licht/noun	2	fel/adj;licht/noun	2	deur/noun;fel/adj;licht/noun;val/verb	4	de/det;een/det;fel/adj;licht/noun;van/prep	5	de/det;een/det;fel/adj;licht/noun;van/prep	5	binnen/adv;de/det;deur/noun;een/det;fel/adj;het/det;in/prep;licht/noun;naar/prep;val/verb;van/prep	11	fel/adj;licht/noun	2	fel/adj;licht/noun	2	fel/adj;licht/noun;val/verb	3	een/det;fel/adj;licht/noun;van/prep	4	een/det;fel/adj;licht/noun;van/prep	4	binnen/adv;een/det;fel/adj;het/det;licht/noun;naar/prep;val/verb;van/prep	8
spot/noun/de_standaard_20000530_01_85/588	zend_uit/verb	1	zend_uit/verb	1	geld/noun;vraag/verb;zend_uit/verb	3	de/det;ook/adv;uit/part;zend_uit/verb	4	de/det;ook/adv;uit/part;zend_uit/verb	4	de/det;geld/noun;niet/adv;ook/adv;uit/part;vraag/verb;zend_uit/verb	7	zend_uit/verb	1	zend_uit/verb	1	geld/noun;zend_uit/verb	2	de/det;ook/adv;uit/part;zend_uit/verb	4	de/det;ook/adv;uit/part;zend_uit/verb	4	de/det;geld/noun;niet/adv;ook/adv;uit/part;zend_uit/verb	6
spot/noun/de_standaard_20010608_01_7/1568	licht/adj;nieuwsgierigheid/noun;omgeving/noun;reactie/noun;varieer/verb;verwondering/noun	6	licht/adj;nieuwsgierigheid/noun;omgeving/noun;reactie/noun;varieer/verb;verwondering/noun	6	licht/adj;nieuwsgierigheid/noun;omgeving/noun;reactie/noun;varieer/verb;verwondering/noun	6	de/det;hun/det;licht/adj;nieuwsgierigheid/noun;omgeving/noun;reactie/noun;van/prep;varieer/verb;verwondering/noun	9	de/det;hun/det;licht/adj;nieuwsgierigheid/noun;omgeving/noun;reactie/noun;van/prep;varieer/verb;verwondering/noun	9	de/det;hun/det;licht/adj;nieuwsgierigheid/noun;omgeving/noun;over/prep;reactie/noun;tot/prep;van/prep;varieer/verb;verwondering/noun	11	licht/adj;nieuwsgierigheid/noun;omgeving/noun;varieer/verb;verwondering/noun	5	licht/adj;nieuwsgierigheid/noun;omgeving/noun;varieer/verb;verwondering/noun	5	licht/adj;nieuwsgierigheid/noun;omgeving/noun;varieer/verb;verwondering/noun	5	hun/det;licht/adj;nieuwsgierigheid/noun;omgeving/noun;van/prep;varieer/verb;verwondering/noun	7	hun/det;licht/adj;nieuwsgierigheid/noun;omgeving/noun;van/prep;varieer/verb;verwondering/noun	7	hun/det;licht/adj;nieuwsgierigheid/noun;omgeving/noun;over/prep;tot/prep;van/prep;varieer/verb;verwondering/noun	9
