_id	_cws.geestig.foc10.nav.weight.bound	_count.geestig.foc10.nav.weight.bound	_cws.geestig.foc10.nav.selection.bound	_count.geestig.foc10.nav.selection.bound	_cws.geestig.foc10.nav.no.bound	_count.geestig.foc10.nav.no.bound	_cws.geestig.foc10.all.weight.bound	_count.geestig.foc10.all.weight.bound	_cws.geestig.foc10.all.selection.bound	_count.geestig.foc10.all.selection.bound	_cws.geestig.foc10.all.no.bound	_count.geestig.foc10.all.no.bound	_cws.geestig.foc5.nav.weight.bound	_count.geestig.foc5.nav.weight.bound	_cws.geestig.foc5.nav.selection.bound	_count.geestig.foc5.nav.selection.bound	_cws.geestig.foc5.nav.no.bound	_count.geestig.foc5.nav.no.bound	_cws.geestig.foc5.all.weight.bound	_count.geestig.foc5.all.weight.bound	_cws.geestig.foc5.all.selection.bound	_count.geestig.foc5.all.selection.bound	_cws.geestig.foc5.all.no.bound	_count.geestig.foc5.all.no.bound
geestig/adj/de_morgen_20001202_01_101/530	ben/verb;gedoemd/adj;heer/noun;poging/noun	4	ben/verb;gedoemd/adj;heer/noun;poging/noun	4	ben/verb;gedoemd/adj;heer/noun;poging/noun	4	ben/verb;een/det;gedoemd/adj;heer/noun;net/adv;poging/noun;zo/adv	7	ben/verb;een/det;gedoemd/adj;heer/noun;net/adv;poging/noun;zo/adv	7	ben/verb;een/det;gedoemd/adj;heer/noun;net/adv;poging/noun;zo/adv	7	ben/verb;gedoemd/adj;heer/noun;poging/noun	4	ben/verb;gedoemd/adj;heer/noun;poging/noun	4	ben/verb;gedoemd/adj;heer/noun;poging/noun	4	ben/verb;gedoemd/adj;heer/noun;net/adv;poging/noun;zo/adv	6	ben/verb;gedoemd/adj;heer/noun;net/adv;poging/noun;zo/adv	6	ben/verb;gedoemd/adj;heer/noun;net/adv;poging/noun;zo/adv	6
geestig/adj/de_morgen_20000209_01_2/267	'98/noun;kort/adj;orgasme/noun;verhaal/noun;verzameling/noun;vrouwelijk/adj	6	'98/noun;kort/adj;orgasme/noun;verhaal/noun;verzameling/noun;vrouwelijk/adj	6	'98/noun;kort/adj;orgasme/noun;verhaal/noun;verzameling/noun;vrouwelijk/adj	6	'98/noun;een/det;kort/adj;orgasme/noun;over/prep;verhaal/noun;verzameling/noun;vrouwelijk/adj	8	'98/noun;een/det;kort/adj;orgasme/noun;over/prep;verhaal/noun;verzameling/noun;vrouwelijk/adj	8	'98/noun;een/det;kort/adj;orgasme/noun;over/prep;verhaal/noun;verzameling/noun;vrouwelijk/adj	8	'98/noun;kort/adj;verhaal/noun;verzameling/noun	4	'98/noun;kort/adj;verhaal/noun;verzameling/noun	4	'98/noun;kort/adj;verhaal/noun;verzameling/noun	4	'98/noun;een/det;kort/adj;over/prep;verhaal/noun;verzameling/noun	6	'98/noun;een/det;kort/adj;over/prep;verhaal/noun;verzameling/noun	6	'98/noun;een/det;kort/adj;over/prep;verhaal/noun;verzameling/noun	6
geestig/adj/de_morgen_19990811_01_131/1785	bevat/verb;boek/noun;geïllustreerd/adj;mechanisme/noun;slot/noun;voorbeeld/noun	6	bevat/verb;boek/noun;geïllustreerd/adj;mechanisme/noun;slot/noun;voorbeeld/noun	6	bevat/verb;boek/noun;geïllustreerd/adj;mechanisme/noun;slot/noun;voorbeeld/noun	6	bevat/verb;boek/noun;een/det;geïllustreerd/adj;mechanisme/noun;slot/noun;voorbeeld/noun	7	bevat/verb;boek/noun;een/det;geïllustreerd/adj;mechanisme/noun;slot/noun;voorbeeld/noun	7	bevat/verb;boek/noun;een/det;geïllustreerd/adj;mechanisme/noun;slot/noun;voorbeeld/noun	7	bevat/verb;boek/noun;geïllustreerd/adj;mechanisme/noun;voorbeeld/noun	5	bevat/verb;boek/noun;geïllustreerd/adj;mechanisme/noun;voorbeeld/noun	5	bevat/verb;boek/noun;geïllustreerd/adj;mechanisme/noun;voorbeeld/noun	5	bevat/verb;boek/noun;geïllustreerd/adj;mechanisme/noun;voorbeeld/noun	5	bevat/verb;boek/noun;geïllustreerd/adj;mechanisme/noun;voorbeeld/noun	5	bevat/verb;boek/noun;geïllustreerd/adj;mechanisme/noun;voorbeeld/noun	5
geestig/adj/de_morgen_20021118_01_115/334	trailer/noun	1	trailer/noun	1	trailer/noun	1	door/prep;een/det;trailer/noun	3	door/prep;een/det;trailer/noun	3	door/prep;een/det;trailer/noun	3	trailer/noun	1	trailer/noun	1	trailer/noun	1	een/det;trailer/noun	2	een/det;trailer/noun	2	een/det;trailer/noun	2
geestig/adj/de_morgen_20000406_01_48/693	filosofisch/adj;god/noun;manier/noun;scherpzinnig/adj;strijd/noun;verhaal/noun;vertel/verb	7	filosofisch/adj;god/noun;manier/noun;scherpzinnig/adj;strijd/noun;verhaal/noun;vertel/verb	7	filosofisch/adj;god/noun;manier/noun;scherpzinnig/adj;strijd/noun;verhaal/noun;vertel/verb	7	een/det;filosofisch/adj;god/noun;manier/noun;ook/adv;scherpzinnig/adj;strijd/noun;tussen/prep;verhaal/noun;vertel/verb	10	een/det;filosofisch/adj;god/noun;manier/noun;ook/adv;scherpzinnig/adj;strijd/noun;tussen/prep;verhaal/noun;vertel/verb	10	een/det;filosofisch/adj;god/noun;manier/noun;ook/adv;scherpzinnig/adj;strijd/noun;tussen/prep;verhaal/noun;vertel/verb	10	manier/noun;scherpzinnig/adj;verhaal/noun;vertel/verb	4	manier/noun;scherpzinnig/adj;verhaal/noun;vertel/verb	4	manier/noun;scherpzinnig/adj;verhaal/noun;vertel/verb	4	manier/noun;ook/adv;scherpzinnig/adj;verhaal/noun;vertel/verb	5	manier/noun;ook/adv;scherpzinnig/adj;verhaal/noun;vertel/verb	5	manier/noun;ook/adv;scherpzinnig/adj;verhaal/noun;vertel/verb	5
geestig/adj/de_morgen_20040128_01_14/1085	bijzonder/adj;geloofwaardig/adj;gevoel/noun;goed/adj;kinderlijk/adj;logica/noun;ontwapen/adj	7	bijzonder/adj;geloofwaardig/adj;gevoel/noun;goed/adj;kinderlijk/adj;logica/noun;ontwapen/adj	7	bijzonder/adj;geloofwaardig/adj;gevoel/noun;goed/adj;kinderlijk/adj;logica/noun;ontwapen/adj	7	bijzonder/adj;geloofwaardig/adj;gevoel/noun;goed/adj;kinderlijk/adj;logica/noun;met/prep;ontwapen/adj	8	bijzonder/adj;geloofwaardig/adj;gevoel/noun;goed/adj;kinderlijk/adj;logica/noun;met/prep;ontwapen/adj	8	bijzonder/adj;geloofwaardig/adj;gevoel/noun;goed/adj;kinderlijk/adj;logica/noun;met/prep;ontwapen/adj	8	geloofwaardig/adj;gevoel/noun;kinderlijk/adj;logica/noun;ontwapen/adj	5	geloofwaardig/adj;gevoel/noun;kinderlijk/adj;logica/noun;ontwapen/adj	5	geloofwaardig/adj;gevoel/noun;kinderlijk/adj;logica/noun;ontwapen/adj	5	geloofwaardig/adj;gevoel/noun;kinderlijk/adj;logica/noun;met/prep;ontwapen/adj	6	geloofwaardig/adj;gevoel/noun;kinderlijk/adj;logica/noun;met/prep;ontwapen/adj	6	geloofwaardig/adj;gevoel/noun;kinderlijk/adj;logica/noun;met/prep;ontwapen/adj	6
geestig/adj/de_morgen_19991008_01_34/140	dans_film/noun;fris/noun;natuurlijk/adj;stijl/noun;technisch/adj;vindingrijk/adj	6	dans_film/noun;fris/noun;natuurlijk/adj;stijl/noun;technisch/adj;vindingrijk/adj	6	dans_film/noun;fris/noun;natuurlijk/adj;stijl/noun;technisch/adj;vindingrijk/adj	6	dans_film/noun;een/det;fris/noun;natuurlijk/adj;stijl/noun;technisch/adj;vindingrijk/adj	7	dans_film/noun;een/det;fris/noun;natuurlijk/adj;stijl/noun;technisch/adj;vindingrijk/adj	7	dans_film/noun;een/det;fris/noun;natuurlijk/adj;stijl/noun;technisch/adj;vindingrijk/adj	7	dans_film/noun;fris/noun;natuurlijk/adj;technisch/adj;vindingrijk/adj	5	dans_film/noun;fris/noun;natuurlijk/adj;technisch/adj;vindingrijk/adj	5	dans_film/noun;fris/noun;natuurlijk/adj;technisch/adj;vindingrijk/adj	5	dans_film/noun;fris/noun;natuurlijk/adj;technisch/adj;vindingrijk/adj	5	dans_film/noun;fris/noun;natuurlijk/adj;technisch/adj;vindingrijk/adj	5	dans_film/noun;fris/noun;natuurlijk/adj;technisch/adj;vindingrijk/adj	5
geestig/adj/de_morgen_20010623_01_156/290	film/noun;heimwee/noun;tv_scherm/noun;vervul/verb;zwart-wit/noun	5	film/noun;heimwee/noun;tv_scherm/noun;vervul/verb;zwart-wit/noun	5	film/noun;heimwee/noun;tv_scherm/noun;vervul/verb;zwart-wit/noun	5	film/noun;heimwee/noun;met/prep;tv_scherm/noun;vervul/verb;zwart-wit/noun	6	film/noun;heimwee/noun;met/prep;tv_scherm/noun;vervul/verb;zwart-wit/noun	6	film/noun;heimwee/noun;met/prep;tv_scherm/noun;vervul/verb;zwart-wit/noun	6	film/noun;heimwee/noun	2	film/noun;heimwee/noun	2	film/noun;heimwee/noun	2	film/noun;heimwee/noun;met/prep	3	film/noun;heimwee/noun;met/prep	3	film/noun;heimwee/noun;met/prep	3
geestig/adj/de_morgen_19990122_01_59/2983	ben/verb;blijk/verb;on_conventioneel/adj;songwriter/noun	4	ben/verb;blijk/verb;on_conventioneel/adj;songwriter/noun	4	ben/verb;blijk/verb;on_conventioneel/adj;songwriter/noun	4	ben/verb;blijk/verb;een/det;on_conventioneel/adj;overvloede/adv;songwriter/noun;ten/adv	7	ben/verb;blijk/verb;een/det;on_conventioneel/adj;overvloede/adv;songwriter/noun;ten/adv	7	ben/verb;blijk/verb;een/det;on_conventioneel/adj;overvloede/adv;songwriter/noun;ten/adv	7	blijk/verb	1	blijk/verb	1	blijk/verb	1	blijk/verb;overvloede/adv;ten/adv	3	blijk/verb;overvloede/adv;ten/adv	3	blijk/verb;overvloede/adv;ten/adv	3
geestig/adj/de_morgen_20011027_01_101/286	Marokkaan/noun;debuut/noun;jong/adj;leven/noun;ontleed/verb	5	Marokkaan/noun;debuut/noun;jong/adj;leven/noun;ontleed/verb	5	Marokkaan/noun;debuut/noun;jong/adj;leven/noun;ontleed/verb	5	Marokkaan/noun;debuut/noun;jong/adj;leven/noun;ontleed/verb;weer/adv;zijn/det	7	Marokkaan/noun;debuut/noun;jong/adj;leven/noun;ontleed/verb;weer/adv;zijn/det	7	Marokkaan/noun;debuut/noun;jong/adj;leven/noun;ontleed/verb;weer/adv;zijn/det	7	debuut/noun;ontleed/verb	2	debuut/noun;ontleed/verb	2	debuut/noun;ontleed/verb	2	debuut/noun;ontleed/verb;weer/adv;zijn/det	4	debuut/noun;ontleed/verb;weer/adv;zijn/det	4	debuut/noun;ontleed/verb;weer/adv;zijn/det	4
geestig/adj/de_morgen_20040508_01_91/153	ben/verb;gedachte/noun;kom_bij/verb;onderschrift/noun;pagina/noun;zo/adj	6	ben/verb;gedachte/noun;kom_bij/verb;onderschrift/noun;pagina/noun;zo/adj	6	ben/verb;gedachte/noun;kom_bij/verb;onderschrift/noun;pagina/noun;zo/adj	6	ben/verb;gedachte/noun;je/pron;kom_bij/verb;onderschrift/noun;pagina/noun;zo/adj	7	ben/verb;gedachte/noun;je/pron;kom_bij/verb;onderschrift/noun;pagina/noun;zo/adj	7	ben/verb;gedachte/noun;je/pron;kom_bij/verb;onderschrift/noun;pagina/noun;zo/adj	7	ben/verb;onderschrift/noun;zo/adj	3	ben/verb;onderschrift/noun;zo/adj	3	ben/verb;onderschrift/noun;zo/adj	3	ben/verb;je/pron;onderschrift/noun;zo/adj	4	ben/verb;je/pron;onderschrift/noun;zo/adj	4	ben/verb;je/pron;onderschrift/noun;zo/adj	4
geestig/adj/de_standaard_20010816_01_100/572	ander/noun;een/noun;en/noun;vertel/verb	4	ander/noun;een/noun;en/noun;vertel/verb	4	ander/noun;een/noun;en/noun;vertel/verb	4	ander/noun;een/noun;en/noun;over/prep;vertel/verb;wel/adv	6	ander/noun;een/noun;en/noun;over/prep;vertel/verb;wel/adv	6	ander/noun;een/noun;en/noun;over/prep;vertel/verb;wel/adv	6	een/noun	1	een/noun	1	een/noun	1	een/noun;over/prep;wel/adv	3	een/noun;over/prep;wel/adv	3	een/noun;over/prep;wel/adv	3
geestig/adj/de_standaard_20011016_01_96/297		0		0		0		0		0		0		0		0		0		0		0		0
geestig/adj/de_standaard_20040124_01_123/961	auteur/noun;blijk/verb;kort/adj;performance/noun	4	auteur/noun;blijk/verb;kort/adj;performance/noun	4	auteur/noun;blijk/verb;kort/adj;performance/noun	4	auteur/noun;blijk/verb;een/det;kort/adj;performance/noun;vooral/adv;zichzelf/pron	7	auteur/noun;blijk/verb;een/det;kort/adj;performance/noun;vooral/adv;zichzelf/pron	7	auteur/noun;blijk/verb;een/det;kort/adj;performance/noun;vooral/adv;zichzelf/pron	7	blijk/verb;kort/adj;performance/noun	3	blijk/verb;kort/adj;performance/noun	3	blijk/verb;kort/adj;performance/noun	3	blijk/verb;een/det;kort/adj;performance/noun	4	blijk/verb;een/det;kort/adj;performance/noun	4	blijk/verb;een/det;kort/adj;performance/noun	4
geestig/adj/de_standaard_20040107_01_7/2088	ben/verb;breng/verb	2	ben/verb;breng/verb	2	ben/verb;breng/verb	2	ben/verb;breng/verb;namelijk/adv;wat/pron	4	ben/verb;breng/verb;namelijk/adv;wat/pron	4	ben/verb;breng/verb;namelijk/adv;wat/pron	4	ben/verb;breng/verb	2	ben/verb;breng/verb	2	ben/verb;breng/verb	2	ben/verb;breng/verb;wat/pron	3	ben/verb;breng/verb;wat/pron	3	ben/verb;breng/verb;wat/pron	3
geestig/adj/de_standaard_19990603_01_79/250	bedoeld/adj;een/adj;of/adj;opmerking/noun;persconferentie/noun;tegenwoordig/adj	6	bedoeld/adj;een/adj;of/adj;opmerking/noun;persconferentie/noun;tegenwoordig/adj	6	bedoeld/adj;een/adj;of/adj;opmerking/noun;persconferentie/noun;tegenwoordig/adj	6	altijd/adv;bedoeld/adj;een/adj;hij/pron;of/adj;opmerking/noun;persconferentie/noun;tegenwoordig/adj;zijn/det;zonder/prep	10	altijd/adv;bedoeld/adj;een/adj;hij/pron;of/adj;opmerking/noun;persconferentie/noun;tegenwoordig/adj;zijn/det;zonder/prep	10	altijd/adv;bedoeld/adj;een/adj;hij/pron;of/adj;opmerking/noun;persconferentie/noun;tegenwoordig/adj;zijn/det;zonder/prep	10	bedoeld/adj;een/adj;of/adj;opmerking/noun	4	bedoeld/adj;een/adj;of/adj;opmerking/noun	4	bedoeld/adj;een/adj;of/adj;opmerking/noun	4	bedoeld/adj;een/adj;hij/pron;of/adj;opmerking/noun	5	bedoeld/adj;een/adj;hij/pron;of/adj;opmerking/noun	5	bedoeld/adj;een/adj;hij/pron;of/adj;opmerking/noun	5
geestig/adj/de_standaard_20040918_01_119/772	schrijf/verb;stijl/noun;zelfrelativering/noun;zet_aan/verb	4	schrijf/verb;stijl/noun;zelfrelativering/noun;zet_aan/verb	4	schrijf/verb;stijl/noun;zelfrelativering/noun;zet_aan/verb	4	die/pron;een/det;schrijf/verb;stijl/noun;zelfrelativering/noun;zet_aan/verb	6	die/pron;een/det;schrijf/verb;stijl/noun;zelfrelativering/noun;zet_aan/verb	6	die/pron;een/det;schrijf/verb;stijl/noun;zelfrelativering/noun;zet_aan/verb	6	schrijf/verb;stijl/noun	2	schrijf/verb;stijl/noun	2	schrijf/verb;stijl/noun	2	die/pron;een/det;schrijf/verb;stijl/noun	4	die/pron;een/det;schrijf/verb;stijl/noun	4	die/pron;een/det;schrijf/verb;stijl/noun	4
geestig/adj/de_standaard_20031010_01_2/1050	ben/verb;finalist/noun;gemoedelijk/adj;goed/adj;reputatie/noun	5	ben/verb;finalist/noun;gemoedelijk/adj;goed/adj;reputatie/noun	5	ben/verb;finalist/noun;gemoedelijk/adj;goed/adj;reputatie/noun	5	als/prep;ben/verb;een/det;finalist/noun;gemoedelijk/adj;goed/adj;reputatie/noun	7	als/prep;ben/verb;een/det;finalist/noun;gemoedelijk/adj;goed/adj;reputatie/noun	7	als/prep;ben/verb;een/det;finalist/noun;gemoedelijk/adj;goed/adj;reputatie/noun	7	ben/verb;finalist/noun;gemoedelijk/adj;goed/adj;reputatie/noun	5	ben/verb;finalist/noun;gemoedelijk/adj;goed/adj;reputatie/noun	5	ben/verb;finalist/noun;gemoedelijk/adj;goed/adj;reputatie/noun	5	ben/verb;een/det;finalist/noun;gemoedelijk/adj;goed/adj;reputatie/noun	6	ben/verb;een/det;finalist/noun;gemoedelijk/adj;goed/adj;reputatie/noun	6	ben/verb;een/det;finalist/noun;gemoedelijk/adj;goed/adj;reputatie/noun	6
geestig/adj/de_standaard_20031128_01_93/1102	ben/verb;dirigent/noun;ergerlijk/adj;pianist/noun;spel_DIM/noun	5	ben/verb;dirigent/noun;ergerlijk/adj;pianist/noun;spel_DIM/noun	5	ben/verb;dirigent/noun;ergerlijk/adj;pianist/noun;spel_DIM/noun	5	ben/verb;dirigent/noun;ergerlijk/adj;ook/adv;pianist/noun;soms/adv;spel_DIM/noun;tussen/prep	8	ben/verb;dirigent/noun;ergerlijk/adj;ook/adv;pianist/noun;soms/adv;spel_DIM/noun;tussen/prep	8	ben/verb;dirigent/noun;ergerlijk/adj;ook/adv;pianist/noun;soms/adv;spel_DIM/noun;tussen/prep	8	ben/verb;dirigent/noun;ergerlijk/adj;pianist/noun	4	ben/verb;dirigent/noun;ergerlijk/adj;pianist/noun	4	ben/verb;dirigent/noun;ergerlijk/adj;pianist/noun	4	ben/verb;dirigent/noun;ergerlijk/adj;ook/adv;pianist/noun;soms/adv	6	ben/verb;dirigent/noun;ergerlijk/adj;ook/adv;pianist/noun;soms/adv	6	ben/verb;dirigent/noun;ergerlijk/adj;ook/adv;pianist/noun;soms/adv	6
geestig/adj/de_standaard_19990222_01_78/375	ben/verb;bijzonder/adj;heerlijk/adj;moeilijk/adj;muziek/noun;tegelijk/adj	6	ben/verb;bijzonder/adj;heerlijk/adj;moeilijk/adj;muziek/noun;tegelijk/adj	6	ben/verb;bijzonder/adj;heerlijk/adj;moeilijk/adj;muziek/noun;tegelijk/adj	6	ben/verb;bijzonder/adj;deze/det;heerlijk/adj;moeilijk/adj;muziek/noun;tegelijk/adj	7	ben/verb;bijzonder/adj;deze/det;heerlijk/adj;moeilijk/adj;muziek/noun;tegelijk/adj	7	ben/verb;bijzonder/adj;deze/det;heerlijk/adj;moeilijk/adj;muziek/noun;tegelijk/adj	7	bijzonder/adj;heerlijk/adj;moeilijk/adj	3	bijzonder/adj;heerlijk/adj;moeilijk/adj	3	bijzonder/adj;heerlijk/adj;moeilijk/adj	3	bijzonder/adj;heerlijk/adj;moeilijk/adj	3	bijzonder/adj;heerlijk/adj;moeilijk/adj	3	bijzonder/adj;heerlijk/adj;moeilijk/adj	3
geestig/adj/de_standaard_20030827_01_102/156	desinteresse/noun;leraar/noun;opmerking/noun;zenuw/noun	4	desinteresse/noun;leraar/noun;opmerking/noun;zenuw/noun	4	desinteresse/noun;leraar/noun;opmerking/noun;zenuw/noun	4	desinteresse/noun;hij/pron;leraar/noun;met/prep;opmerking/noun;zenuw/noun;zijn/det	7	desinteresse/noun;hij/pron;leraar/noun;met/prep;opmerking/noun;zenuw/noun;zijn/det	7	desinteresse/noun;hij/pron;leraar/noun;met/prep;opmerking/noun;zenuw/noun;zijn/det	7	desinteresse/noun;opmerking/noun;zenuw/noun	3	desinteresse/noun;opmerking/noun;zenuw/noun	3	desinteresse/noun;opmerking/noun;zenuw/noun	3	desinteresse/noun;met/prep;opmerking/noun;zenuw/noun;zijn/det	5	desinteresse/noun;met/prep;opmerking/noun;zenuw/noun;zijn/det	5	desinteresse/noun;met/prep;opmerking/noun;zenuw/noun;zijn/det	5
geestig/adj/de_standaard_20020911_01_4/528	ben/verb;groei_op/adj;muis/noun;spannend/adj	4	ben/verb;groei_op/adj;muis/noun;spannend/adj	4	ben/verb;groei_op/adj;muis/noun;spannend/adj	4	ben/verb;groei_op/adj;muis/noun;spannend/adj	4	ben/verb;groei_op/adj;muis/noun;spannend/adj	4	ben/verb;groei_op/adj;muis/noun;spannend/adj	4	ben/verb;spannend/adj	2	ben/verb;spannend/adj	2	ben/verb;spannend/adj	2	ben/verb;spannend/adj	2	ben/verb;spannend/adj	2	ben/verb;spannend/adj	2
geestig/adj/de_standaard_20030510_01_101/904	ben/verb;film/noun;grappig/adj;oneliner/noun;ontzettend/adj;zit/verb	6	ben/verb;film/noun;grappig/adj;oneliner/noun;ontzettend/adj;zit/verb	6	ben/verb;film/noun;grappig/adj;oneliner/noun;ontzettend/adj;zit/verb	6	ben/verb;boorde_vol/prep;film/noun;grappig/adj;hij/pron;oneliner/noun;ontzettend/adj;zit/verb	8	ben/verb;boorde_vol/prep;film/noun;grappig/adj;hij/pron;oneliner/noun;ontzettend/adj;zit/verb	8	ben/verb;boorde_vol/prep;film/noun;grappig/adj;hij/pron;oneliner/noun;ontzettend/adj;zit/verb	8	grappig/adj;oneliner/noun;zit/verb	3	grappig/adj;oneliner/noun;zit/verb	3	grappig/adj;oneliner/noun;zit/verb	3	boorde_vol/prep;grappig/adj;hij/pron;oneliner/noun;zit/verb	5	boorde_vol/prep;grappig/adj;hij/pron;oneliner/noun;zit/verb	5	boorde_vol/prep;grappig/adj;hij/pron;oneliner/noun;zit/verb	5
geestig/adj/de_standaard_20030211_01_90/214	Engels/adj;dialoog/noun;element/noun;erg/adj;hoorn/noun;origineel/adj	6	Engels/adj;dialoog/noun;element/noun;erg/adj;hoorn/noun;origineel/adj	6	Engels/adj;dialoog/noun;element/noun;erg/adj;hoorn/noun;origineel/adj	6	Engels/adj;als/prep;dialoog/noun;element/noun;erg/adj;hoorn/noun;origineel/adj;tussen/prep	8	Engels/adj;als/prep;dialoog/noun;element/noun;erg/adj;hoorn/noun;origineel/adj;tussen/prep	8	Engels/adj;als/prep;dialoog/noun;element/noun;erg/adj;hoorn/noun;origineel/adj;tussen/prep	8	dialoog/noun;element/noun;origineel/adj	3	dialoog/noun;element/noun;origineel/adj	3	dialoog/noun;element/noun;origineel/adj	3	als/prep;dialoog/noun;element/noun;origineel/adj;tussen/prep	5	als/prep;dialoog/noun;element/noun;origineel/adj;tussen/prep	5	als/prep;dialoog/noun;element/noun;origineel/adj;tussen/prep	5
geestig/adj/de_standaard_20040228_01_119/586	kleed/noun;patroon/noun;rood/noun	3	kleed/noun;patroon/noun;rood/noun	3	kleed/noun;patroon/noun;rood/noun	3	kleed/noun;met/prep;patroon/noun;rood/noun;zijn/det	5	kleed/noun;met/prep;patroon/noun;rood/noun;zijn/det	5	kleed/noun;met/prep;patroon/noun;rood/noun;zijn/det	5	patroon/noun	1	patroon/noun	1	patroon/noun	1	met/prep;patroon/noun;zijn/det	3	met/prep;patroon/noun;zijn/det	3	met/prep;patroon/noun;zijn/det	3
geestig/adj/de_standaard_20000717_01_88/532	uitgesponnen/adj;vaak/adj	2	uitgesponnen/adj;vaak/adj	2	uitgesponnen/adj;vaak/adj	2	uitgesponnen/adj;vaak/adj;wat/pron	3	uitgesponnen/adj;vaak/adj;wat/pron	3	uitgesponnen/adj;vaak/adj;wat/pron	3	uitgesponnen/adj;vaak/adj	2	uitgesponnen/adj;vaak/adj	2	uitgesponnen/adj;vaak/adj	2	uitgesponnen/adj;vaak/adj;wat/pron	3	uitgesponnen/adj;vaak/adj;wat/pron	3	uitgesponnen/adj;vaak/adj;wat/pron	3
geestig/adj/de_standaard_20001013_01_15/1104	vind/verb	1	vind/verb	1	vind/verb	1	met/prep;vind/verb;zelfs/adv	3	met/prep;vind/verb;zelfs/adv	3	met/prep;vind/verb;zelfs/adv	3	vind/verb	1	vind/verb	1	vind/verb	1	met/prep;vind/verb;zelfs/adv	3	met/prep;vind/verb;zelfs/adv	3	met/prep;vind/verb;zelfs/adv	3
geestig/adj/de_standaard_20031115_01_115/311	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;weer/adv	2	ben/verb;weer/adv	2	ben/verb;weer/adv	2	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;weer/adv	2	ben/verb;weer/adv	2	ben/verb;weer/adv	2
geestig/adj/de_standaard_20020722_01_81/433	absoluut/adj;ben/verb;briljant/adj;schrijf/verb;stoutmoedig/adj;vrij/adj	6	absoluut/adj;ben/verb;briljant/adj;schrijf/verb;stoutmoedig/adj;vrij/adj	6	absoluut/adj;ben/verb;briljant/adj;schrijf/verb;stoutmoedig/adj;vrij/adj	6	absoluut/adj;ben/verb;briljant/adj;dat/pron;hij/pron;schrijf/verb;stoutmoedig/adj;vrij/adj	8	absoluut/adj;ben/verb;briljant/adj;dat/pron;hij/pron;schrijf/verb;stoutmoedig/adj;vrij/adj	8	absoluut/adj;ben/verb;briljant/adj;dat/pron;hij/pron;schrijf/verb;stoutmoedig/adj;vrij/adj	8	absoluut/adj;ben/verb;briljant/adj;stoutmoedig/adj;vrij/adj	5	absoluut/adj;ben/verb;briljant/adj;stoutmoedig/adj;vrij/adj	5	absoluut/adj;ben/verb;briljant/adj;stoutmoedig/adj;vrij/adj	5	absoluut/adj;ben/verb;briljant/adj;stoutmoedig/adj;vrij/adj	5	absoluut/adj;ben/verb;briljant/adj;stoutmoedig/adj;vrij/adj	5	absoluut/adj;ben/verb;briljant/adj;stoutmoedig/adj;vrij/adj	5
geestig/adj/de_standaard_20031001_01_132/52	1986/noun;satire/noun;scherp/adj;waan/noun	4	1986/noun;satire/noun;scherp/adj;waan/noun	4	1986/noun;satire/noun;scherp/adj;waan/noun	4	1986/noun;een/det;even/adv;over/prep;satire/noun;scherp/adj;waan/noun	7	1986/noun;een/det;even/adv;over/prep;satire/noun;scherp/adj;waan/noun	7	1986/noun;een/det;even/adv;over/prep;satire/noun;scherp/adj;waan/noun	7	satire/noun;scherp/adj;waan/noun	3	satire/noun;scherp/adj;waan/noun	3	satire/noun;scherp/adj;waan/noun	3	een/det;even/adv;over/prep;satire/noun;scherp/adj;waan/noun	6	een/det;even/adv;over/prep;satire/noun;scherp/adj;waan/noun	6	een/det;even/adv;over/prep;satire/noun;scherp/adj;waan/noun	6
geestig/adj/de_standaard_20011114_01_2/1745	gelukkig/adj	1	gelukkig/adj	1	gelukkig/adj	1	een/det;gelukkig/adj	2	een/det;gelukkig/adj	2	een/det;gelukkig/adj	2	gelukkig/adj	1	gelukkig/adj	1	gelukkig/adj	1	een/det;gelukkig/adj	2	een/det;gelukkig/adj	2	een/det;gelukkig/adj	2
geestig/adj/de_standaard_20011005_01_147/177	dandy/noun;dubbelleven/noun;man/noun;spionne/noun	4	dandy/noun;dubbelleven/noun;man/noun;spionne/noun	4	dandy/noun;dubbelleven/noun;man/noun;spionne/noun	4	dandy/noun;dubbelleven/noun;man/noun;met/prep;spionne/noun	5	dandy/noun;dubbelleven/noun;man/noun;met/prep;spionne/noun	5	dandy/noun;dubbelleven/noun;man/noun;met/prep;spionne/noun	5	dandy/noun;spionne/noun	2	dandy/noun;spionne/noun	2	dandy/noun;spionne/noun	2	dandy/noun;spionne/noun	2	dandy/noun;spionne/noun	2	dandy/noun;spionne/noun	2
geestig/adj/de_standaard_19991216_01_96/1537	ben/verb;slaag/verb;spits/adj	3	ben/verb;slaag/verb;spits/adj	3	ben/verb;slaag/verb;spits/adj	3	ben/verb;die/pron;slaag/verb;spits/adj	4	ben/verb;die/pron;slaag/verb;spits/adj	4	ben/verb;die/pron;slaag/verb;spits/adj	4	ben/verb;spits/adj	2	ben/verb;spits/adj	2	ben/verb;spits/adj	2	ben/verb;die/pron;spits/adj	3	ben/verb;die/pron;spits/adj	3	ben/verb;die/pron;spits/adj	3
