_id	_cws.hoopvol.foc10.nav.weight.bound	_count.hoopvol.foc10.nav.weight.bound	_cws.hoopvol.foc10.nav.selection.bound	_count.hoopvol.foc10.nav.selection.bound	_cws.hoopvol.foc10.nav.no.bound	_count.hoopvol.foc10.nav.no.bound	_cws.hoopvol.foc10.all.weight.bound	_count.hoopvol.foc10.all.weight.bound	_cws.hoopvol.foc10.all.selection.bound	_count.hoopvol.foc10.all.selection.bound	_cws.hoopvol.foc10.all.no.bound	_count.hoopvol.foc10.all.no.bound	_cws.hoopvol.foc5.nav.weight.bound	_count.hoopvol.foc5.nav.weight.bound	_cws.hoopvol.foc5.nav.selection.bound	_count.hoopvol.foc5.nav.selection.bound	_cws.hoopvol.foc5.nav.no.bound	_count.hoopvol.foc5.nav.no.bound	_cws.hoopvol.foc5.all.weight.bound	_count.hoopvol.foc5.all.weight.bound	_cws.hoopvol.foc5.all.selection.bound	_count.hoopvol.foc5.all.selection.bound	_cws.hoopvol.foc5.all.no.bound	_count.hoopvol.foc5.all.no.bound
hoopvol/adj/algemeen_dagblad_20021018_118/1514	afkomst/noun;arm/adj;ben/verb;toekomst/noun	4	afkomst/noun;arm/adj;ben/verb;toekomst/noun	4	afkomst/noun;arm/adj;ben/verb;toekomst/noun	4	afkomst/noun;arm/adj;ben/verb;ik/pron;mijn/det;ondanks/prep;over/prep;toekomst/noun	8	afkomst/noun;arm/adj;ben/verb;ik/pron;mijn/det;ondanks/prep;over/prep;toekomst/noun	8	afkomst/noun;arm/adj;ben/verb;ik/pron;mijn/det;ondanks/prep;over/prep;toekomst/noun	8	afkomst/noun;arm/adj;ben/verb;toekomst/noun	4	afkomst/noun;arm/adj;ben/verb;toekomst/noun	4	afkomst/noun;arm/adj;ben/verb;toekomst/noun	4	afkomst/noun;arm/adj;ben/verb;ik/pron;mijn/det;over/prep;toekomst/noun	7	afkomst/noun;arm/adj;ben/verb;ik/pron;mijn/det;over/prep;toekomst/noun	7	afkomst/noun;arm/adj;ben/verb;ik/pron;mijn/det;over/prep;toekomst/noun	7
hoopvol/adj/algemeen_dagblad_19990825_0/498	kijk/verb	1	kijk/verb	1	kijk/verb	1	hij/pron;kijk/verb	2	hij/pron;kijk/verb	2	hij/pron;kijk/verb	2	kijk/verb	1	kijk/verb	1	kijk/verb	1	hij/pron;kijk/verb	2	hij/pron;kijk/verb	2	hij/pron;kijk/verb	2
hoopvol/adj/algemeen_dagblad_19990119_53/55	ben/verb;ingewijd/adj	2	ben/verb;ingewijd/adj	2	ben/verb;ingewijd/adj	2	ben/verb;de/det;ingewijd/adj	3	ben/verb;de/det;ingewijd/adj	3	ben/verb;de/det;ingewijd/adj	3	ben/verb;ingewijd/adj	2	ben/verb;ingewijd/adj	2	ben/verb;ingewijd/adj	2	ben/verb;ingewijd/adj	2	ben/verb;ingewijd/adj	2	ben/verb;ingewijd/adj	2
hoopvol/adj/algemeen_dagblad_19990904_1/479	denk/verb;eindelijk/adj;gewenst/adj	3	denk/verb;eindelijk/adj;gewenst/adj	3	denk/verb;eindelijk/adj;gewenst/adj	3	denk/verb;eindelijk/adj;gewenst/adj;ik/pron;mijn/det	5	denk/verb;eindelijk/adj;gewenst/adj;ik/pron;mijn/det	5	denk/verb;eindelijk/adj;gewenst/adj;ik/pron;mijn/det	5	denk/verb;gewenst/adj	2	denk/verb;gewenst/adj	2	denk/verb;gewenst/adj	2	denk/verb;gewenst/adj;ik/pron	3	denk/verb;gewenst/adj;ik/pron	3	denk/verb;gewenst/adj;ik/pron	3
hoopvol/adj/algemeen_dagblad_19990717_146/188	maak_plaats/verb;pessimisme/noun;verwachting/noun	3	maak_plaats/verb;pessimisme/noun;verwachting/noun	3	maak_plaats/verb;pessimisme/noun;verwachting/noun	3	het/det;maak_plaats/verb;pessimisme/noun;verwachting/noun;voor/prep	5	het/det;maak_plaats/verb;pessimisme/noun;verwachting/noun;voor/prep	5	het/det;maak_plaats/verb;pessimisme/noun;verwachting/noun;voor/prep	5	maak_plaats/verb;pessimisme/noun;verwachting/noun	3	maak_plaats/verb;pessimisme/noun;verwachting/noun	3	maak_plaats/verb;pessimisme/noun;verwachting/noun	3	maak_plaats/verb;pessimisme/noun;verwachting/noun;voor/prep	4	maak_plaats/verb;pessimisme/noun;verwachting/noun;voor/prep	4	maak_plaats/verb;pessimisme/noun;verwachting/noun;voor/prep	4
hoopvol/adj/algemeen_dagblad_20001129_77/355	licht/adj;stijging/noun;verwachting/noun	3	licht/adj;stijging/noun;verwachting/noun	3	licht/adj;stijging/noun;verwachting/noun	3	de/det;deze/det;een/det;licht/adj;stijging/noun;verwachting/noun;voor/prep	7	de/det;deze/det;een/det;licht/adj;stijging/noun;verwachting/noun;voor/prep	7	de/det;deze/det;een/det;licht/adj;stijging/noun;verwachting/noun;voor/prep	7	licht/adj;verwachting/noun	2	licht/adj;verwachting/noun	2	licht/adj;verwachting/noun	2	deze/det;een/det;licht/adj;verwachting/noun;voor/prep	5	deze/det;een/det;licht/adj;verwachting/noun;voor/prep	5	deze/det;een/det;licht/adj;verwachting/noun;voor/prep	5
hoopvol/adj/de_morgen_20021202_01_96/681	blik_vooruit/verb;geruststellend/adj;winterstop/noun	3	blik_vooruit/verb;geruststellend/adj;winterstop/noun	3	blik_vooruit/verb;geruststellend/adj;winterstop/noun	3	blik_vooruit/verb;een/det;geruststellend/adj;vooruit/part;winterstop/noun	5	blik_vooruit/verb;een/det;geruststellend/adj;vooruit/part;winterstop/noun	5	blik_vooruit/verb;een/det;geruststellend/adj;vooruit/part;winterstop/noun	5	blik_vooruit/verb	1	blik_vooruit/verb	1	blik_vooruit/verb	1	blik_vooruit/verb;vooruit/part	2	blik_vooruit/verb;vooruit/part	2	blik_vooruit/verb;vooruit/part	2
hoopvol/adj/de_morgen_20030726_01_126/851	actrice/noun;bruid/noun;eerst/adj;jong/adj;toekomstig/adj;voor/adj	6	actrice/noun;bruid/noun;eerst/adj;jong/adj;toekomstig/adj;voor/adj	6	actrice/noun;bruid/noun;eerst/adj;jong/adj;toekomstig/adj;voor/adj	6	actrice/noun;bruid/noun;de/det;een/det;eerst/adj;jong/adj;toekomstig/adj;toen/adv;voor/adj	9	actrice/noun;bruid/noun;de/det;een/det;eerst/adj;jong/adj;toekomstig/adj;toen/adv;voor/adj	9	actrice/noun;bruid/noun;de/det;een/det;eerst/adj;jong/adj;toekomstig/adj;toen/adv;voor/adj	9	actrice/noun;bruid/noun;jong/adj;toekomstig/adj	4	actrice/noun;bruid/noun;jong/adj;toekomstig/adj	4	actrice/noun;bruid/noun;jong/adj;toekomstig/adj	4	actrice/noun;bruid/noun;een/det;jong/adj;toekomstig/adj;toen/adv	6	actrice/noun;bruid/noun;een/det;jong/adj;toekomstig/adj;toen/adv	6	actrice/noun;bruid/noun;een/det;jong/adj;toekomstig/adj;toen/adv	6
hoopvol/adj/de_morgen_20011129_01_49/560	Belgisch/adj;breng_mee/verb;delegatie/noun;kijk_uit/verb	4	Belgisch/adj;breng_mee/verb;delegatie/noun;kijk_uit/verb	4	Belgisch/adj;breng_mee/verb;delegatie/noun;kijk_uit/verb	4	Belgisch/adj;breng_mee/verb;de/det;delegatie/noun;kijk_uit/verb;naar/prep;uit/part;wij/pron	8	Belgisch/adj;breng_mee/verb;de/det;delegatie/noun;kijk_uit/verb;naar/prep;uit/part;wij/pron	8	Belgisch/adj;breng_mee/verb;de/det;delegatie/noun;kijk_uit/verb;naar/prep;uit/part;wij/pron	8	Belgisch/adj;delegatie/noun;kijk_uit/verb	3	Belgisch/adj;delegatie/noun;kijk_uit/verb	3	Belgisch/adj;delegatie/noun;kijk_uit/verb	3	Belgisch/adj;de/det;delegatie/noun;kijk_uit/verb;naar/prep;uit/part	6	Belgisch/adj;de/det;delegatie/noun;kijk_uit/verb;naar/prep;uit/part	6	Belgisch/adj;de/det;delegatie/noun;kijk_uit/verb;naar/prep;uit/part	6
hoopvol/adj/de_morgen_20030129_01_25/725	reken/verb;scepsis/noun;teneur/noun	3	reken/verb;scepsis/noun;teneur/noun	3	reken/verb;scepsis/noun;teneur/noun	3	de/det;nog/adv;reken/verb;scepsis/noun;teneur/noun	5	de/det;nog/adv;reken/verb;scepsis/noun;teneur/noun	5	de/det;nog/adv;reken/verb;scepsis/noun;teneur/noun	5	teneur/noun	1	teneur/noun	1	teneur/noun	1	de/det;nog/adv;teneur/noun	3	de/det;nog/adv;teneur/noun	3	de/det;nog/adv;teneur/noun	3
hoopvol/adj/de_morgen_20020205_01_33/1498	afgelopen/adj;discussie/noun;pijnlijk/adj;toekomst/noun;week/noun;zie_tegemoet/verb	6	afgelopen/adj;discussie/noun;pijnlijk/adj;toekomst/noun;week/noun;zie_tegemoet/verb	6	afgelopen/adj;discussie/noun;pijnlijk/adj;toekomst/noun;week/noun;zie_tegemoet/verb	6	afgelopen/adj;de/det;discussie/noun;ondanks/prep;pijnlijk/adj;tegemoet/part;toekomst/noun;week/noun;wij/pron;zie_tegemoet/verb	10	afgelopen/adj;de/det;discussie/noun;ondanks/prep;pijnlijk/adj;tegemoet/part;toekomst/noun;week/noun;wij/pron;zie_tegemoet/verb	10	afgelopen/adj;de/det;discussie/noun;ondanks/prep;pijnlijk/adj;tegemoet/part;toekomst/noun;week/noun;wij/pron;zie_tegemoet/verb	10	pijnlijk/adj;toekomst/noun;zie_tegemoet/verb	3	pijnlijk/adj;toekomst/noun;zie_tegemoet/verb	3	pijnlijk/adj;toekomst/noun;zie_tegemoet/verb	3	ondanks/prep;pijnlijk/adj;tegemoet/part;toekomst/noun;wij/pron;zie_tegemoet/verb	6	ondanks/prep;pijnlijk/adj;tegemoet/part;toekomst/noun;wij/pron;zie_tegemoet/verb	6	ondanks/prep;pijnlijk/adj;tegemoet/part;toekomst/noun;wij/pron;zie_tegemoet/verb	6
hoopvol/adj/de_morgen_20041129_01_95/688	Spanjaard/noun;kijk/verb;ploeg/noun;uitslag/noun	4	Spanjaard/noun;kijk/verb;ploeg/noun;uitslag/noun	4	Spanjaard/noun;kijk/verb;ploeg/noun;uitslag/noun	4	Spanjaard/noun;dan/adv;de/det;het/det;kijk/verb;naar/prep;nog/adv;ploeg/noun;uitslag/noun	9	Spanjaard/noun;dan/adv;de/det;het/det;kijk/verb;naar/prep;nog/adv;ploeg/noun;uitslag/noun	9	Spanjaard/noun;dan/adv;de/det;het/det;kijk/verb;naar/prep;nog/adv;ploeg/noun;uitslag/noun	9	kijk/verb;uitslag/noun	2	kijk/verb;uitslag/noun	2	kijk/verb;uitslag/noun	2	dan/adv;het/det;kijk/verb;naar/prep;nog/adv;uitslag/noun	6	dan/adv;het/det;kijk/verb;naar/prep;nog/adv;uitslag/noun	6	dan/adv;het/det;kijk/verb;naar/prep;nog/adv;uitslag/noun	6
hoopvol/adj/de_morgen_20040503_01_101/148	ben/verb;blijf/verb;coach/noun;verlies/verb	4	ben/verb;blijf/verb;coach/noun;verlies/verb	4	ben/verb;blijf/verb;coach/noun;verlies/verb	4	ben/verb;blijf/verb;coach/noun;het/det;nog/adv;verlies/verb	6	ben/verb;blijf/verb;coach/noun;het/det;nog/adv;verlies/verb	6	ben/verb;blijf/verb;coach/noun;het/det;nog/adv;verlies/verb	6	blijf/verb;coach/noun	2	blijf/verb;coach/noun	2	blijf/verb;coach/noun	2	blijf/verb;coach/noun	2	blijf/verb;coach/noun	2	blijf/verb;coach/noun	2
hoopvol/adj/de_morgen_20010131_01_35/1834	ben/verb;blijf/verb;dag/noun;industrie/noun;voed/verb;wacht/verb;wen/verb	7	ben/verb;blijf/verb;dag/noun;industrie/noun;voed/verb;wacht/verb;wen/verb	7	ben/verb;blijf/verb;dag/noun;industrie/noun;voed/verb;wacht/verb;wen/verb	7	ben/verb;blijf/verb;dag/noun;de/det;industrie/noun;ons/pron;voed/verb;wacht/verb;we/pron;wen/verb	10	ben/verb;blijf/verb;dag/noun;de/det;industrie/noun;ons/pron;voed/verb;wacht/verb;we/pron;wen/verb	10	ben/verb;blijf/verb;dag/noun;de/det;industrie/noun;ons/pron;voed/verb;wacht/verb;we/pron;wen/verb	10	ben/verb;dag/noun;wacht/verb;wen/verb	4	ben/verb;dag/noun;wacht/verb;wen/verb	4	ben/verb;dag/noun;wacht/verb;wen/verb	4	ben/verb;dag/noun;de/det;wacht/verb;we/pron;wen/verb	6	ben/verb;dag/noun;de/det;wacht/verb;we/pron;wen/verb	6	ben/verb;dag/noun;de/det;wacht/verb;we/pron;wen/verb	6
hoopvol/adj/de_morgen_20020123_01_12/2033	ellendig/adj;punt/noun;tijdperk/noun	3	ellendig/adj;punt/noun;tijdperk/noun	3	ellendig/adj;punt/noun;tijdperk/noun	3	een/det;ellendig/adj;hij/pron;punt/noun;tijdperk/noun	5	een/det;ellendig/adj;hij/pron;punt/noun;tijdperk/noun	5	een/det;ellendig/adj;hij/pron;punt/noun;tijdperk/noun	5	punt/noun	1	punt/noun	1	punt/noun	1	hij/pron;punt/noun	2	hij/pron;punt/noun	2	hij/pron;punt/noun	2
hoopvol/adj/de_morgen_20030226_01_25/408	ben/verb;bladzij/noun;toegewijd/adj;tuinier/noun;vraag_af/verb	5	ben/verb;bladzij/noun;toegewijd/adj;tuinier/noun;vraag_af/verb	5	ben/verb;bladzij/noun;toegewijd/adj;tuinier/noun;vraag_af/verb	5	ben/verb;bladzij/noun;de/det;misschien/adv;ons/pron;toegewijd/adj;tuinier/noun;vraag_af/verb;we/pron	9	ben/verb;bladzij/noun;de/det;misschien/adv;ons/pron;toegewijd/adj;tuinier/noun;vraag_af/verb;we/pron	9	ben/verb;bladzij/noun;de/det;misschien/adv;ons/pron;toegewijd/adj;tuinier/noun;vraag_af/verb;we/pron	9	bladzij/noun;vraag_af/verb	2	bladzij/noun;vraag_af/verb	2	bladzij/noun;vraag_af/verb	2	bladzij/noun;de/det;misschien/adv;ons/pron;vraag_af/verb	5	bladzij/noun;de/det;misschien/adv;ons/pron;vraag_af/verb	5	bladzij/noun;de/det;misschien/adv;ons/pron;vraag_af/verb	5
hoopvol/adj/de_morgen_20031128_01_19/669	batterij/noun;cultiveer/verb;laad_op/verb;maaltijd/noun;vertrouwen/noun	5	batterij/noun;cultiveer/verb;laad_op/verb;maaltijd/noun;vertrouwen/noun	5	batterij/noun;cultiveer/verb;laad_op/verb;maaltijd/noun;vertrouwen/noun	5	batterij/noun;cultiveer/verb;een/det;het/det;laad_op/verb;maaltijd/noun;vertrouwen/noun	7	batterij/noun;cultiveer/verb;een/det;het/det;laad_op/verb;maaltijd/noun;vertrouwen/noun	7	batterij/noun;cultiveer/verb;een/det;het/det;laad_op/verb;maaltijd/noun;vertrouwen/noun	7	cultiveer/verb;vertrouwen/noun	2	cultiveer/verb;vertrouwen/noun	2	cultiveer/verb;vertrouwen/noun	2	cultiveer/verb;het/det;vertrouwen/noun	3	cultiveer/verb;het/det;vertrouwen/noun	3	cultiveer/verb;het/det;vertrouwen/noun	3
hoopvol/adj/de_morgen_20020128_01_3/209	ben/verb;denk/verb;even/adj	3	ben/verb;denk/verb;even/adj	3	ben/verb;denk/verb;even/adj	3	ben/verb;denk/verb;een/det;even/adj;hij/pron	5	ben/verb;denk/verb;een/det;even/adj;hij/pron	5	ben/verb;denk/verb;een/det;even/adj;hij/pron	5	ben/verb;denk/verb;even/adj	3	ben/verb;denk/verb;even/adj	3	ben/verb;denk/verb;even/adj	3	ben/verb;denk/verb;een/det;even/adj;hij/pron	5	ben/verb;denk/verb;een/det;even/adj;hij/pron	5	ben/verb;denk/verb;een/det;even/adj;hij/pron	5
hoopvol/adj/de_morgen_20010606_01_211/412	Belgisch/adj;jongere/noun;stem/verb	3	Belgisch/adj;jongere/noun;stem/verb	3	Belgisch/adj;jongere/noun;stem/verb	3	Belgisch/adj;dat/det;jongere/noun;stem/verb;wat/det;zeer/adv	6	Belgisch/adj;dat/det;jongere/noun;stem/verb;wat/det;zeer/adv	6	Belgisch/adj;dat/det;jongere/noun;stem/verb;wat/det;zeer/adv	6	stem/verb	1	stem/verb	1	stem/verb	1	dat/det;stem/verb;zeer/adv	3	dat/det;stem/verb;zeer/adv	3	dat/det;stem/verb;zeer/adv	3
hoopvol/adj/de_morgen_20001110_01_93/403	geschiedenis/noun;stem/verb;vlak/noun	3	geschiedenis/noun;stem/verb;vlak/noun	3	geschiedenis/noun;stem/verb;vlak/noun	3	dat/det;de/det;geschiedenis/noun;stem/verb;vlak/noun	5	dat/det;de/det;geschiedenis/noun;stem/verb;vlak/noun	5	dat/det;de/det;geschiedenis/noun;stem/verb;vlak/noun	5	geschiedenis/noun;stem/verb;vlak/noun	3	geschiedenis/noun;stem/verb;vlak/noun	3	geschiedenis/noun;stem/verb;vlak/noun	3	de/det;geschiedenis/noun;stem/verb;vlak/noun	4	de/det;geschiedenis/noun;stem/verb;vlak/noun	4	de/det;geschiedenis/noun;stem/verb;vlak/noun	4
hoopvol/adj/de_morgen_20020302_01_131/131	indicator/noun;macro_economisch/adj;verlies/verb	3	indicator/noun;macro_economisch/adj;verlies/verb	3	indicator/noun;macro_economisch/adj;verlies/verb	3	begin/adv;de/det;indicator/noun;macro_economisch/adj;ondanks/prep;verlies/verb	6	begin/adv;de/det;indicator/noun;macro_economisch/adj;ondanks/prep;verlies/verb	6	begin/adv;de/det;indicator/noun;macro_economisch/adj;ondanks/prep;verlies/verb	6	indicator/noun;macro_economisch/adj;verlies/verb	3	indicator/noun;macro_economisch/adj;verlies/verb	3	indicator/noun;macro_economisch/adj;verlies/verb	3	de/det;indicator/noun;macro_economisch/adj;ondanks/prep;verlies/verb	5	de/det;indicator/noun;macro_economisch/adj;ondanks/prep;verlies/verb	5	de/det;indicator/noun;macro_economisch/adj;ondanks/prep;verlies/verb	5
hoopvol/adj/de_morgen_20040830_01_141/395	Europees/adj;tik_weg/verb	2	Europees/adj;tik_weg/verb	2	Europees/adj;tik_weg/verb	2	Europees/adj;al/adv;de/det;tegenstelling/prep;tik_weg/verb;voor/prep	6	Europees/adj;al/adv;de/det;tegenstelling/prep;tik_weg/verb;voor/prep	6	Europees/adj;al/adv;de/det;tegenstelling/prep;tik_weg/verb;voor/prep	6	Europees/adj;tik_weg/verb	2	Europees/adj;tik_weg/verb	2	Europees/adj;tik_weg/verb	2	Europees/adj;de/det;tik_weg/verb;voor/prep	4	Europees/adj;de/det;tik_weg/verb;voor/prep	4	Europees/adj;de/det;tik_weg/verb;voor/prep	4
hoopvol/adj/de_morgen_20020304_01_115/779	gesprek/noun;keer/verb;lijk/verb;veelbelovend/adj	4	gesprek/noun;keer/verb;lijk/verb;veelbelovend/adj	4	gesprek/noun;keer/verb;lijk/verb;veelbelovend/adj	4	beide/det;dat/det;de/det;gesprek/noun;keer/verb;lijk/verb;nog/adv;veelbelovend/adj	8	beide/det;dat/det;de/det;gesprek/noun;keer/verb;lijk/verb;nog/adv;veelbelovend/adj	8	beide/det;dat/det;de/det;gesprek/noun;keer/verb;lijk/verb;nog/adv;veelbelovend/adj	8	gesprek/noun;keer/verb;lijk/verb;veelbelovend/adj	4	gesprek/noun;keer/verb;lijk/verb;veelbelovend/adj	4	gesprek/noun;keer/verb;lijk/verb;veelbelovend/adj	4	beide/det;gesprek/noun;keer/verb;lijk/verb;veelbelovend/adj	5	beide/det;gesprek/noun;keer/verb;lijk/verb;veelbelovend/adj	5	beide/det;gesprek/noun;keer/verb;lijk/verb;veelbelovend/adj	5
hoopvol/adj/de_morgen_20021227_01_30/727	echt/adj;huidig/adj;mag/verb;realiteit/noun;stem/verb;weerhoud/verb	6	echt/adj;huidig/adj;mag/verb;realiteit/noun;stem/verb;weerhoud/verb	6	echt/adj;huidig/adj;mag/verb;realiteit/noun;stem/verb;weerhoud/verb	6	dat/det;de/det;echt/adj;huidig/adj;mag/verb;me/pron;ons/det;ons/pron;realiteit/noun;stem/verb;weerhoud/verb	11	dat/det;de/det;echt/adj;huidig/adj;mag/verb;me/pron;ons/det;ons/pron;realiteit/noun;stem/verb;weerhoud/verb	11	dat/det;de/det;echt/adj;huidig/adj;mag/verb;me/pron;ons/det;ons/pron;realiteit/noun;stem/verb;weerhoud/verb	11	echt/adj;mag/verb;realiteit/noun;stem/verb	4	echt/adj;mag/verb;realiteit/noun;stem/verb	4	echt/adj;mag/verb;realiteit/noun;stem/verb	4	dat/det;echt/adj;mag/verb;me/pron;ons/pron;realiteit/noun;stem/verb	7	dat/det;echt/adj;mag/verb;me/pron;ons/pron;realiteit/noun;stem/verb	7	dat/det;echt/adj;mag/verb;me/pron;ons/pron;realiteit/noun;stem/verb	7
hoopvol/adj/de_morgen_19990225_01_73/363	Turks/adj;amnestie/noun;kondig_af/verb;noem/verb;president/noun	5	Turks/adj;amnestie/noun;kondig_af/verb;noem/verb;president/noun	5	Turks/adj;amnestie/noun;kondig_af/verb;noem/verb;president/noun	5	Turks/adj;amnestie/noun;de/det;het/det;kondig_af/verb;noem/verb;overigens/adv;president/noun;voor/prep	9	Turks/adj;amnestie/noun;de/det;het/det;kondig_af/verb;noem/verb;overigens/adv;president/noun;voor/prep	9	Turks/adj;amnestie/noun;de/det;het/det;kondig_af/verb;noem/verb;overigens/adv;president/noun;voor/prep	9	Turks/adj;noem/verb;president/noun	3	Turks/adj;noem/verb;president/noun	3	Turks/adj;noem/verb;president/noun	3	Turks/adj;de/det;het/det;noem/verb;overigens/adv;president/noun	6	Turks/adj;de/det;het/det;noem/verb;overigens/adv;president/noun	6	Turks/adj;de/det;het/det;noem/verb;overigens/adv;president/noun	6
hoopvol/adj/de_morgen_20020117_01_50/231	aanvang/noun;noem/verb	2	aanvang/noun;noem/verb	2	aanvang/noun;noem/verb	2	aanvang/noun;de/det;het/det;noem/verb;voor/prep	5	aanvang/noun;de/det;het/det;noem/verb;voor/prep	5	aanvang/noun;de/det;het/det;noem/verb;voor/prep	5	aanvang/noun	1	aanvang/noun	1	aanvang/noun	1	aanvang/noun;het/det	2	aanvang/noun;het/det	2	aanvang/noun;het/det	2
hoopvol/adj/de_morgen_20011027_01_74/345	ben/verb;damp/adj;dreigend/adj;koel_toren/noun;laat_af/adj;spierwit/adj;verander/verb;wolk/noun	8	ben/verb;damp/adj;dreigend/adj;koel_toren/noun;laat_af/adj;spierwit/adj;verander/verb;wolk/noun	8	ben/verb;damp/adj;dreigend/adj;koel_toren/noun;laat_af/adj;spierwit/adj;verander/verb;wolk/noun	8	ben/verb;damp/adj;de/det;dreigend/adj;koel_toren/noun;laat_af/adj;over/prep;spierwit/adj;verander/verb;weer/adv;wolk/noun	11	ben/verb;damp/adj;de/det;dreigend/adj;koel_toren/noun;laat_af/adj;over/prep;spierwit/adj;verander/verb;weer/adv;wolk/noun	11	ben/verb;damp/adj;de/det;dreigend/adj;koel_toren/noun;laat_af/adj;over/prep;spierwit/adj;verander/verb;weer/adv;wolk/noun	11	ben/verb;laat_af/adj;spierwit/adj;verander/verb	4	ben/verb;laat_af/adj;spierwit/adj;verander/verb	4	ben/verb;laat_af/adj;spierwit/adj;verander/verb	4	ben/verb;laat_af/adj;spierwit/adj;verander/verb;weer/adv	5	ben/verb;laat_af/adj;spierwit/adj;verander/verb;weer/adv	5	ben/verb;laat_af/adj;spierwit/adj;verander/verb;weer/adv	5
hoopvol/adj/de_morgen_20020504_01_128/61	glorieus/adj;iets/noun;minder/adj;volkslied/noun	4	glorieus/adj;iets/noun;minder/adj;volkslied/noun	4	glorieus/adj;iets/noun;minder/adj;volkslied/noun	4	glorieus/adj;iets/noun;minder/adj;naar/prep;volkslied/noun;voren/adv;wel/adv	7	glorieus/adj;iets/noun;minder/adj;naar/prep;volkslied/noun;voren/adv;wel/adv	7	glorieus/adj;iets/noun;minder/adj;naar/prep;volkslied/noun;voren/adv;wel/adv	7	glorieus/adj;iets/noun;minder/adj	3	glorieus/adj;iets/noun;minder/adj	3	glorieus/adj;iets/noun;minder/adj	3	glorieus/adj;iets/noun;minder/adj;naar/prep;voren/adv	5	glorieus/adj;iets/noun;minder/adj;naar/prep;voren/adv	5	glorieus/adj;iets/noun;minder/adj;naar/prep;voren/adv	5
hoopvol/adj/de_morgen_20010502_01_57/952	ben/verb;lok/verb;verpleegkundig/adj	3	ben/verb;lok/verb;verpleegkundig/adj	3	ben/verb;lok/verb;verpleegkundig/adj	3	ben/verb;de/det;lok/verb;over/prep;verpleegkundig/adj	5	ben/verb;de/det;lok/verb;over/prep;verpleegkundig/adj	5	ben/verb;de/det;lok/verb;over/prep;verpleegkundig/adj	5	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;de/det;over/prep	3	ben/verb;de/det;over/prep	3	ben/verb;de/det;over/prep	3
hoopvol/adj/de_morgen_20041106_01_124/2229	analyse/noun;bekeken/adj;kant/noun;weinig/adj;zit/verb	5	analyse/noun;bekeken/adj;kant/noun;weinig/adj;zit/verb	5	analyse/noun;bekeken/adj;kant/noun;weinig/adj;zit/verb	5	analyse/noun;bekeken/adj;er/adv;kant/noun;weinig/adj;zit/verb;zo/adv	7	analyse/noun;bekeken/adj;er/adv;kant/noun;weinig/adj;zit/verb;zo/adv	7	analyse/noun;bekeken/adj;er/adv;kant/noun;weinig/adj;zit/verb;zo/adv	7	analyse/noun;bekeken/adj;kant/noun;weinig/adj;zit/verb	5	analyse/noun;bekeken/adj;kant/noun;weinig/adj;zit/verb	5	analyse/noun;bekeken/adj;kant/noun;weinig/adj;zit/verb	5	analyse/noun;bekeken/adj;er/adv;kant/noun;weinig/adj;zit/verb	6	analyse/noun;bekeken/adj;er/adv;kant/noun;weinig/adj;zit/verb	6	analyse/noun;bekeken/adj;er/adv;kant/noun;weinig/adj;zit/verb	6
hoopvol/adj/de_morgen_20041007_01_121/270	blijf/verb	1	blijf/verb	1	blijf/verb	1	blijf/verb	1	blijf/verb	1	blijf/verb	1	blijf/verb	1	blijf/verb	1	blijf/verb	1	blijf/verb	1	blijf/verb	1	blijf/verb	1
hoopvol/adj/de_morgen_20040207_01_9/1055	ben/verb;dal/noun;klim/verb;negatief/adj;revalidatie/noun	5	ben/verb;dal/noun;klim/verb;negatief/adj;revalidatie/noun	5	ben/verb;dal/noun;klim/verb;negatief/adj;revalidatie/noun	5	ben/verb;dal/noun;een/det;het/det;klim/verb;na/prep;negatief/adj;revalidatie/noun;stilaan/adv	9	ben/verb;dal/noun;een/det;het/det;klim/verb;na/prep;negatief/adj;revalidatie/noun;stilaan/adv	9	ben/verb;dal/noun;een/det;het/det;klim/verb;na/prep;negatief/adj;revalidatie/noun;stilaan/adv	9	klim/verb;negatief/adj	2	klim/verb;negatief/adj	2	klim/verb;negatief/adj	2	een/det;klim/verb;negatief/adj;stilaan/adv	4	een/det;klim/verb;negatief/adj;stilaan/adv	4	een/det;klim/verb;negatief/adj;stilaan/adv	4
hoopvol/adj/de_morgen_20031124_01_21/1043	jong/adj;mens/noun;stem/verb	3	jong/adj;mens/noun;stem/verb	3	jong/adj;mens/noun;stem/verb	3	het/det;jong/adj;mens/noun;stem/verb;vooral/adv	5	het/det;jong/adj;mens/noun;stem/verb;vooral/adv	5	het/det;jong/adj;mens/noun;stem/verb;vooral/adv	5	jong/adj;mens/noun;stem/verb	3	jong/adj;mens/noun;stem/verb	3	jong/adj;mens/noun;stem/verb	3	jong/adj;mens/noun;stem/verb	3	jong/adj;mens/noun;stem/verb	3	jong/adj;mens/noun;stem/verb	3
hoopvol/adj/de_morgen_20040709_01_0/404	uitnodiging/noun	1	uitnodiging/noun	1	uitnodiging/noun	1	de/det;een/det;ik/pron;ook/adv;uitnodiging/noun	5	de/det;een/det;ik/pron;ook/adv;uitnodiging/noun	5	de/det;een/det;ik/pron;ook/adv;uitnodiging/noun	5		0		0		0	de/det;ik/pron;ook/adv	3	de/det;ik/pron;ook/adv	3	de/det;ik/pron;ook/adv	3
