_id	_cws.geldig.foc10.nav.weight.bound	_count.geldig.foc10.nav.weight.bound	_cws.geldig.foc10.nav.selection.bound	_count.geldig.foc10.nav.selection.bound	_cws.geldig.foc10.nav.no.bound	_count.geldig.foc10.nav.no.bound	_cws.geldig.foc10.all.weight.bound	_count.geldig.foc10.all.weight.bound	_cws.geldig.foc10.all.selection.bound	_count.geldig.foc10.all.selection.bound	_cws.geldig.foc10.all.no.bound	_count.geldig.foc10.all.no.bound	_cws.geldig.foc5.nav.weight.bound	_count.geldig.foc5.nav.weight.bound	_cws.geldig.foc5.nav.selection.bound	_count.geldig.foc5.nav.selection.bound	_cws.geldig.foc5.nav.no.bound	_count.geldig.foc5.nav.no.bound	_cws.geldig.foc5.all.weight.bound	_count.geldig.foc5.all.weight.bound	_cws.geldig.foc5.all.selection.bound	_count.geldig.foc5.all.selection.bound	_cws.geldig.foc5.all.no.bound	_count.geldig.foc5.all.no.bound
geldig/adj/parool_20000301_29/101	straf/noun;vergunning/noun;wiel_klem/noun	3	straf/noun;vergunning/noun;wiel_klem/noun	3	straf/noun;vergunning/noun;wiel_klem/noun	3	alleen/adv;een/det;geen/det;straf/noun;vergunning/noun;wiel_klem/noun;ze/pron	7	alleen/adv;een/det;geen/det;straf/noun;vergunning/noun;wiel_klem/noun;ze/pron	7	alleen/adv;een/det;geen/det;straf/noun;vergunning/noun;wiel_klem/noun;ze/pron	7	straf/noun;vergunning/noun;wiel_klem/noun	3	straf/noun;vergunning/noun;wiel_klem/noun	3	straf/noun;vergunning/noun;wiel_klem/noun	3	alleen/adv;een/det;geen/det;straf/noun;vergunning/noun;wiel_klem/noun	6	alleen/adv;een/det;geen/det;straf/noun;vergunning/noun;wiel_klem/noun	6	alleen/adv;een/det;geen/det;straf/noun;vergunning/noun;wiel_klem/noun	6
geldig/adj/parool_20030105_49/117	heb/verb;officieel/adj;passagier/noun;procent/noun;vervoer_bewijs/noun	5	heb/verb;officieel/adj;passagier/noun;procent/noun;vervoer_bewijs/noun	5	heb/verb;officieel/adj;passagier/noun;procent/noun;vervoer_bewijs/noun	5	geen/det;heb/verb;officieel/adj;passagier/noun;procent/noun;tot/prep;vervoer_bewijs/noun	7	geen/det;heb/verb;officieel/adj;passagier/noun;procent/noun;tot/prep;vervoer_bewijs/noun	7	geen/det;heb/verb;officieel/adj;passagier/noun;procent/noun;tot/prep;vervoer_bewijs/noun	7	heb/verb;passagier/noun;procent/noun;vervoer_bewijs/noun	4	heb/verb;passagier/noun;procent/noun;vervoer_bewijs/noun	4	heb/verb;passagier/noun;procent/noun;vervoer_bewijs/noun	4	geen/det;heb/verb;passagier/noun;procent/noun;vervoer_bewijs/noun	5	geen/det;heb/verb;passagier/noun;procent/noun;vervoer_bewijs/noun	5	geen/det;heb/verb;passagier/noun;procent/noun;vervoer_bewijs/noun	5
geldig/adj/parool_20031002_39/365	ben/verb;besluit/noun;jaar/noun	3	ben/verb;besluit/noun;jaar/noun	3	ben/verb;besluit/noun;jaar/noun	3	ben/verb;besluit/noun;jaar/noun;meer/adv;niet/adv	5	ben/verb;besluit/noun;jaar/noun;meer/adv;niet/adv	5	ben/verb;besluit/noun;jaar/noun;meer/adv;niet/adv	5	jaar/noun	1	jaar/noun	1	jaar/noun	1	jaar/noun;meer/adv;niet/adv	3	jaar/noun;meer/adv;niet/adv	3	jaar/noun;meer/adv;niet/adv	3
geldig/adj/parool_20020611_51/384	gemeente/noun;heb/verb;meld_aan/verb;papier/noun	4	gemeente/noun;heb/verb;meld_aan/verb;papier/noun	4	gemeente/noun;heb/verb;meld_aan/verb;papier/noun	4	bij/prep;gemeente/noun;heb/verb;hen/pron;meld_aan/verb;ook/adv;papier/noun;zonder/prep	8	bij/prep;gemeente/noun;heb/verb;hen/pron;meld_aan/verb;ook/adv;papier/noun;zonder/prep	8	bij/prep;gemeente/noun;heb/verb;hen/pron;meld_aan/verb;ook/adv;papier/noun;zonder/prep	8	papier/noun	1	papier/noun	1	papier/noun	1	bij/prep;hen/pron;ook/adv;papier/noun;zonder/prep	5	bij/prep;hen/pron;ook/adv;papier/noun;zonder/prep	5	bij/prep;hen/pron;ook/adv;papier/noun;zonder/prep	5
geldig/adj/parool_20000525_59/92	ben/verb;gezondheidszorg/noun;jaar/noun;stroom/noun;toegang/noun;voorziening/noun;word/verb	7	ben/verb;gezondheidszorg/noun;jaar/noun;stroom/noun;toegang/noun;voorziening/noun;word/verb	7	ben/verb;gezondheidszorg/noun;jaar/noun;stroom/noun;toegang/noun;voorziening/noun;word/verb	7	ben/verb;gezondheidszorg/noun;jaar/noun;stroom/noun;toegang/noun;tot/prep;voor/prep;voorziening/noun;word/verb	9	ben/verb;gezondheidszorg/noun;jaar/noun;stroom/noun;toegang/noun;tot/prep;voor/prep;voorziening/noun;word/verb	9	ben/verb;gezondheidszorg/noun;jaar/noun;stroom/noun;toegang/noun;tot/prep;voor/prep;voorziening/noun;word/verb	9	ben/verb;jaar/noun;voorziening/noun;word/verb	4	ben/verb;jaar/noun;voorziening/noun;word/verb	4	ben/verb;jaar/noun;voorziening/noun;word/verb	4	ben/verb;jaar/noun;voorziening/noun;word/verb	4	ben/verb;jaar/noun;voorziening/noun;word/verb	4	ben/verb;jaar/noun;voorziening/noun;word/verb	4
geldig/adj/parool_20040302_67/64	ben/verb;blijk/verb;schraal/adj;strip_kaart/noun;terug_reis/noun	5	ben/verb;blijk/verb;schraal/adj;strip_kaart/noun;terug_reis/noun	5	ben/verb;blijk/verb;schraal/adj;strip_kaart/noun;terug_reis/noun	5	ben/verb;blijk/verb;een/det;nog/adv;ook/adv;schraal/adj;strip_kaart/noun;terug_reis/noun;voor/prep	9	ben/verb;blijk/verb;een/det;nog/adv;ook/adv;schraal/adj;strip_kaart/noun;terug_reis/noun;voor/prep	9	ben/verb;blijk/verb;een/det;nog/adv;ook/adv;schraal/adj;strip_kaart/noun;terug_reis/noun;voor/prep	9	ben/verb;blijk/verb;schraal/adj;terug_reis/noun	4	ben/verb;blijk/verb;schraal/adj;terug_reis/noun	4	ben/verb;blijk/verb;schraal/adj;terug_reis/noun	4	ben/verb;blijk/verb;een/det;nog/adv;ook/adv;schraal/adj;terug_reis/noun;voor/prep	8	ben/verb;blijk/verb;een/det;nog/adv;ook/adv;schraal/adj;terug_reis/noun;voor/prep	8	ben/verb;blijk/verb;een/det;nog/adv;ook/adv;schraal/adj;terug_reis/noun;voor/prep	8
geldig/adj/parool_20001228_47/107	mag_op/verb;passagier/noun;perron/noun;trein_kaart_DIM/noun	4	mag_op/verb;passagier/noun;perron/noun;trein_kaart_DIM/noun	4	mag_op/verb;passagier/noun;perron/noun;trein_kaart_DIM/noun	4	alleen/adv;een/det;mag_op/verb;nog/adv;passagier/noun;perron/noun;trein_kaart_DIM/noun	7	alleen/adv;een/det;mag_op/verb;nog/adv;passagier/noun;perron/noun;trein_kaart_DIM/noun	7	alleen/adv;een/det;mag_op/verb;nog/adv;passagier/noun;perron/noun;trein_kaart_DIM/noun	7	mag_op/verb;passagier/noun;trein_kaart_DIM/noun	3	mag_op/verb;passagier/noun;trein_kaart_DIM/noun	3	mag_op/verb;passagier/noun;trein_kaart_DIM/noun	3	alleen/adv;een/det;mag_op/verb;passagier/noun;trein_kaart_DIM/noun	5	alleen/adv;een/det;mag_op/verb;passagier/noun;trein_kaart_DIM/noun	5	alleen/adv;een/det;mag_op/verb;passagier/noun;trein_kaart_DIM/noun	5
geldig/adj/parool_19990726_18/159	uitslag/noun;verklaar/verb;zal/verb	3	uitslag/noun;verklaar/verb;zal/verb	3	uitslag/noun;verklaar/verb;zal/verb	3	alsnog/adv;uitslag/noun;verklaar/verb;zal/verb	4	alsnog/adv;uitslag/noun;verklaar/verb;zal/verb	4	alsnog/adv;uitslag/noun;verklaar/verb;zal/verb	4	uitslag/noun;verklaar/verb;zal/verb	3	uitslag/noun;verklaar/verb;zal/verb	3	uitslag/noun;verklaar/verb;zal/verb	3	alsnog/adv;uitslag/noun;verklaar/verb;zal/verb	4	alsnog/adv;uitslag/noun;verklaar/verb;zal/verb	4	alsnog/adv;uitslag/noun;verklaar/verb;zal/verb	4
geldig/adj/algemeen_dagblad_19990821_147/1271	argument/noun;dat/noun;word/verb	3	argument/noun;dat/noun;word/verb	3	argument/noun;dat/noun;word/verb	3	argument/noun;dat/noun;geen/det;word/verb	4	argument/noun;dat/noun;geen/det;word/verb	4	argument/noun;dat/noun;geen/det;word/verb	4	argument/noun;dat/noun;word/verb	3	argument/noun;dat/noun;word/verb	3	argument/noun;dat/noun;word/verb	3	argument/noun;dat/noun;geen/det;word/verb	4	argument/noun;dat/noun;geen/det;word/verb	4	argument/noun;dat/noun;geen/det;word/verb	4
geldig/adj/algemeen_dagblad_20040417_105/266	ben/verb;dag/noun;geef_uit/verb;naam/noun;onbeperkt/adj;spoor_lijn/noun;word/verb	7	ben/verb;dag/noun;geef_uit/verb;naam/noun;onbeperkt/adj;spoor_lijn/noun;word/verb	7	ben/verb;dag/noun;geef_uit/verb;naam/noun;onbeperkt/adj;spoor_lijn/noun;word/verb	7	ben/verb;dag/noun;geef_uit/verb;naam/noun;onbeperkt/adj;spoor_lijn/noun;word/verb	7	ben/verb;dag/noun;geef_uit/verb;naam/noun;onbeperkt/adj;spoor_lijn/noun;word/verb	7	ben/verb;dag/noun;geef_uit/verb;naam/noun;onbeperkt/adj;spoor_lijn/noun;word/verb	7	ben/verb;dag/noun;onbeperkt/adj	3	ben/verb;dag/noun;onbeperkt/adj	3	ben/verb;dag/noun;onbeperkt/adj	3	ben/verb;dag/noun;onbeperkt/adj	3	ben/verb;dag/noun;onbeperkt/adj	3	ben/verb;dag/noun;onbeperkt/adj	3
geldig/adj/algemeen_dagblad_19991022_110/28	aanwezig/adj;ben/verb;verzoek/noun	3	aanwezig/adj;ben/verb;verzoek/noun	3	aanwezig/adj;ben/verb;verzoek/noun	3	aanwezig/adj;ben/verb;bij/prep;niet/adv;verzoek/noun	5	aanwezig/adj;ben/verb;bij/prep;niet/adv;verzoek/noun	5	aanwezig/adj;ben/verb;bij/prep;niet/adv;verzoek/noun	5	verzoek/noun	1	verzoek/noun	1	verzoek/noun	1	bij/prep;niet/adv;verzoek/noun	3	bij/prep;niet/adv;verzoek/noun	3	bij/prep;niet/adv;verzoek/noun	3
geldig/adj/algemeen_dagblad_20031217_20/94	bezit/verb;elektronica_concern/noun;patent/noun	3	bezit/verb;elektronica_concern/noun;patent/noun	3	bezit/verb;elektronica_concern/noun;patent/noun	3	bezit/verb;elektronica_concern/noun;patent/noun	3	bezit/verb;elektronica_concern/noun;patent/noun	3	bezit/verb;elektronica_concern/noun;patent/noun	3	bezit/verb;elektronica_concern/noun;patent/noun	3	bezit/verb;elektronica_concern/noun;patent/noun	3	bezit/verb;elektronica_concern/noun;patent/noun	3	bezit/verb;elektronica_concern/noun;patent/noun	3	bezit/verb;elektronica_concern/noun;patent/noun	3	bezit/verb;elektronica_concern/noun;patent/noun	3
geldig/adj/algemeen_dagblad_19991220_78/181	ben/verb;excuus/noun;mag/verb;zal/verb	4	ben/verb;excuus/noun;mag/verb;zal/verb	4	ben/verb;excuus/noun;mag/verb;zal/verb	4	ben/verb;een/det;er/adv;excuus/noun;lands/det;mag/verb;voor/prep;zal/verb	8	ben/verb;een/det;er/adv;excuus/noun;lands/det;mag/verb;voor/prep;zal/verb	8	ben/verb;een/det;er/adv;excuus/noun;lands/det;mag/verb;voor/prep;zal/verb	8	ben/verb;excuus/noun;mag/verb	3	ben/verb;excuus/noun;mag/verb	3	ben/verb;excuus/noun;mag/verb	3	ben/verb;een/det;excuus/noun;lands/det;mag/verb	5	ben/verb;een/det;excuus/noun;lands/det;mag/verb	5	ben/verb;een/det;excuus/noun;lands/det;mag/verb	5
geldig/adj/algemeen_dagblad_20000122_138/481	auto/noun;ben/verb;papier/noun	3	auto/noun;ben/verb;papier/noun	3	auto/noun;ben/verb;papier/noun	3	alleen/adv;auto/noun;ben/verb;papier/noun	4	alleen/adv;auto/noun;ben/verb;papier/noun	4	alleen/adv;auto/noun;ben/verb;papier/noun	4	ben/verb;papier/noun	2	ben/verb;papier/noun	2	ben/verb;papier/noun	2	alleen/adv;ben/verb;papier/noun	3	alleen/adv;ben/verb;papier/noun	3	alleen/adv;ben/verb;papier/noun	3
geldig/adj/algemeen_dagblad_20010306_24/115	diploma/noun;land/noun;papier/noun;vervalst/adj;wissel_in/verb	5	diploma/noun;land/noun;papier/noun;vervalst/adj;wissel_in/verb	5	diploma/noun;land/noun;papier/noun;vervalst/adj;wissel_in/verb	5	diploma/noun;in/part;land/noun;papier/noun;vervalst/adj;voor/prep;wissel_in/verb	7	diploma/noun;in/part;land/noun;papier/noun;vervalst/adj;voor/prep;wissel_in/verb	7	diploma/noun;in/part;land/noun;papier/noun;vervalst/adj;voor/prep;wissel_in/verb	7	land/noun;papier/noun	2	land/noun;papier/noun	2	land/noun;papier/noun	2	in/part;land/noun;papier/noun;voor/prep	4	in/part;land/noun;papier/noun;voor/prep	4	in/part;land/noun;papier/noun;voor/prep	4
geldig/adj/algemeen_dagblad_19991028_172/181	afhankelijk/adj;maand/noun	2	afhankelijk/adj;maand/noun	2	afhankelijk/adj;maand/noun	2	afhankelijk/adj;maand/noun	2	afhankelijk/adj;maand/noun	2	afhankelijk/adj;maand/noun	2	maand/noun	1	maand/noun	1	maand/noun	1	maand/noun	1	maand/noun	1	maand/noun	1
geldig/adj/algemeen_dagblad_19990721_103/289	juridisch/adj;status/noun;termijn/noun;verklaring/noun	4	juridisch/adj;status/noun;termijn/noun;verklaring/noun	4	juridisch/adj;status/noun;termijn/noun;verklaring/noun	4	een/det;er/adv;juridisch/adj;status/noun;termijn/noun;verklaring/noun;voor/prep	7	een/det;er/adv;juridisch/adj;status/noun;termijn/noun;verklaring/noun;voor/prep	7	een/det;er/adv;juridisch/adj;status/noun;termijn/noun;verklaring/noun;voor/prep	7	juridisch/adj;status/noun;termijn/noun;verklaring/noun	4	juridisch/adj;status/noun;termijn/noun;verklaring/noun	4	juridisch/adj;status/noun;termijn/noun;verklaring/noun	4	een/det;juridisch/adj;status/noun;termijn/noun;verklaring/noun;voor/prep	6	een/det;juridisch/adj;status/noun;termijn/noun;verklaring/noun;voor/prep	6	een/det;juridisch/adj;status/noun;termijn/noun;verklaring/noun;voor/prep	6
geldig/adj/algemeen_dagblad_20010120_37/222	reis/noun;reiziger/noun;ticket/noun;trein_reiziger/noun	4	reis/noun;reiziger/noun;ticket/noun;trein_reiziger/noun	4	reis/noun;reiziger/noun;ticket/noun;trein_reiziger/noun	4	alleen/adv;die/pron;een/det;reis/noun;reiziger/noun;ticket/noun;trein_reiziger/noun	7	alleen/adv;die/pron;een/det;reis/noun;reiziger/noun;ticket/noun;trein_reiziger/noun	7	alleen/adv;die/pron;een/det;reis/noun;reiziger/noun;ticket/noun;trein_reiziger/noun	7	reiziger/noun;ticket/noun;trein_reiziger/noun	3	reiziger/noun;ticket/noun;trein_reiziger/noun	3	reiziger/noun;ticket/noun;trein_reiziger/noun	3	alleen/adv;een/det;reiziger/noun;ticket/noun;trein_reiziger/noun	5	alleen/adv;een/det;reiziger/noun;ticket/noun;trein_reiziger/noun	5	alleen/adv;een/det;reiziger/noun;ticket/noun;trein_reiziger/noun	5
geldig/adj/algemeen_dagblad_20000414_81/292	ben/verb;kolonie/noun;typering/noun	3	ben/verb;kolonie/noun;typering/noun	3	ben/verb;kolonie/noun;typering/noun	3	ben/verb;evenmin/adv;kolonie/noun;typering/noun;voor/prep	5	ben/verb;evenmin/adv;kolonie/noun;typering/noun;voor/prep	5	ben/verb;evenmin/adv;kolonie/noun;typering/noun;voor/prep	5	ben/verb;typering/noun	2	ben/verb;typering/noun	2	ben/verb;typering/noun	2	ben/verb;evenmin/adv;typering/noun;voor/prep	4	ben/verb;evenmin/adv;typering/noun;voor/prep	4	ben/verb;evenmin/adv;typering/noun;voor/prep	4
geldig/adj/algemeen_dagblad_20030614_213/390	ben/verb;bezit/noun;moet/verb;rijbewijs/noun;team_lid/noun	5	ben/verb;bezit/noun;moet/verb;rijbewijs/noun;team_lid/noun	5	ben/verb;bezit/noun;moet/verb;rijbewijs/noun;team_lid/noun	5	beide/det;ben/verb;bezit/noun;een/det;moet/verb;rijbewijs/noun;team_lid/noun;wel/adv	8	beide/det;ben/verb;bezit/noun;een/det;moet/verb;rijbewijs/noun;team_lid/noun;wel/adv	8	beide/det;ben/verb;bezit/noun;een/det;moet/verb;rijbewijs/noun;team_lid/noun;wel/adv	8	ben/verb;bezit/noun;rijbewijs/noun	3	ben/verb;bezit/noun;rijbewijs/noun	3	ben/verb;bezit/noun;rijbewijs/noun	3	ben/verb;bezit/noun;een/det;rijbewijs/noun	4	ben/verb;bezit/noun;een/det;rijbewijs/noun	4	ben/verb;bezit/noun;een/det;rijbewijs/noun	4
geldig/adj/algemeen_dagblad_20011115_72/93	afgegeven/adj;ben/verb;blijf/verb;datum/noun;kaart/noun;vermeld/verb	6	afgegeven/adj;ben/verb;blijf/verb;datum/noun;kaart/noun;vermeld/verb	6	afgegeven/adj;ben/verb;blijf/verb;datum/noun;kaart/noun;vermeld/verb	6	afgegeven/adj;ben/verb;blijf/verb;datum/noun;die/pron;kaart/noun;overigens/adv;tot/prep;vermeld/verb	9	afgegeven/adj;ben/verb;blijf/verb;datum/noun;die/pron;kaart/noun;overigens/adv;tot/prep;vermeld/verb	9	afgegeven/adj;ben/verb;blijf/verb;datum/noun;die/pron;kaart/noun;overigens/adv;tot/prep;vermeld/verb	9	afgegeven/adj;blijf/verb;datum/noun	3	afgegeven/adj;blijf/verb;datum/noun	3	afgegeven/adj;blijf/verb;datum/noun	3	afgegeven/adj;blijf/verb;datum/noun;die/pron;overigens/adv;tot/prep	6	afgegeven/adj;blijf/verb;datum/noun;die/pron;overigens/adv;tot/prep	6	afgegeven/adj;blijf/verb;datum/noun;die/pron;overigens/adv;tot/prep	6
geldig/adj/algemeen_dagblad_19990708_56/944	daadwerkelijk/adj;mishandeling/noun;rede/noun;verwaarlozing/noun;vijandigheid/noun	5	daadwerkelijk/adj;mishandeling/noun;rede/noun;verwaarlozing/noun;vijandigheid/noun	5	daadwerkelijk/adj;mishandeling/noun;rede/noun;verwaarlozing/noun;vijandigheid/noun	5	daadwerkelijk/adj;een/det;mishandeling/noun;rede/noun;verwaarlozing/noun;vijandigheid/noun	6	daadwerkelijk/adj;een/det;mishandeling/noun;rede/noun;verwaarlozing/noun;vijandigheid/noun	6	daadwerkelijk/adj;een/det;mishandeling/noun;rede/noun;verwaarlozing/noun;vijandigheid/noun	6	rede/noun;vijandigheid/noun	2	rede/noun;vijandigheid/noun	2	rede/noun;vijandigheid/noun	2	een/det;rede/noun;vijandigheid/noun	3	een/det;rede/noun;vijandigheid/noun	3	een/det;rede/noun;vijandigheid/noun	3
geldig/adj/algemeen_dagblad_20000129_78/839	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;ook/adv	2	ben/verb;ook/adv	2	ben/verb;ook/adv	2	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;ook/adv	2	ben/verb;ook/adv	2	ben/verb;ook/adv	2
geldig/adj/algemeen_dagblad_19990426_41/547	blijf/adj;stel/verb	2	blijf/adj;stel/verb	2	blijf/adj;stel/verb	2	blijf/adj;een/det;stel/verb	3	blijf/adj;een/det;stel/verb	3	blijf/adj;een/det;stel/verb	3	blijf/adj	1	blijf/adj	1	blijf/adj	1	blijf/adj;een/det	2	blijf/adj;een/det	2	blijf/adj;een/det	2
geldig/adj/algemeen_dagblad_20000518_34/119	ben/verb;ingeschreven/adj;kiezer/noun;procent/noun;stem/verb;uitslag/noun	6	ben/verb;ingeschreven/adj;kiezer/noun;procent/noun;stem/verb;uitslag/noun	6	ben/verb;ingeschreven/adj;kiezer/noun;procent/noun;stem/verb;uitslag/noun	6	ben/verb;ingeschreven/adj;kiezer/noun;procent/noun;slechts/adv;stem/verb;uitslag/noun	7	ben/verb;ingeschreven/adj;kiezer/noun;procent/noun;slechts/adv;stem/verb;uitslag/noun	7	ben/verb;ingeschreven/adj;kiezer/noun;procent/noun;slechts/adv;stem/verb;uitslag/noun	7	ben/verb;procent/noun;uitslag/noun	3	ben/verb;procent/noun;uitslag/noun	3	ben/verb;procent/noun;uitslag/noun	3	ben/verb;procent/noun;slechts/adv;uitslag/noun	4	ben/verb;procent/noun;slechts/adv;uitslag/noun	4	ben/verb;procent/noun;slechts/adv;uitslag/noun	4
geldig/adj/algemeen_dagblad_20030621_205/24	bon/noun;persoon/noun	2	bon/noun;persoon/noun	2	bon/noun;persoon/noun	2	alleen/adv;bon/noun;maximaal/adv;per/prep;persoon/noun;voor/prep	6	alleen/adv;bon/noun;maximaal/adv;per/prep;persoon/noun;voor/prep	6	alleen/adv;bon/noun;maximaal/adv;per/prep;persoon/noun;voor/prep	6		0		0		0	alleen/adv;voor/prep	2	alleen/adv;voor/prep	2	alleen/adv;voor/prep	2
geldig/adj/algemeen_dagblad_20030513_09/282	13/noun;auto/noun;dronken/adj;on_verzekerd/adj;rijbewijs/noun;september/noun;stuur/noun	7	13/noun;auto/noun;dronken/adj;on_verzekerd/adj;rijbewijs/noun;september/noun;stuur/noun	7	13/noun;auto/noun;dronken/adj;on_verzekerd/adj;rijbewijs/noun;september/noun;stuur/noun	7	13/noun;auto/noun;dronken/adj;een/det;on_verzekerd/adj;rijbewijs/noun;september/noun;stuur/noun;zonder/prep	9	13/noun;auto/noun;dronken/adj;een/det;on_verzekerd/adj;rijbewijs/noun;september/noun;stuur/noun;zonder/prep	9	13/noun;auto/noun;dronken/adj;een/det;on_verzekerd/adj;rijbewijs/noun;september/noun;stuur/noun;zonder/prep	9	on_verzekerd/adj;rijbewijs/noun;stuur/noun	3	on_verzekerd/adj;rijbewijs/noun;stuur/noun	3	on_verzekerd/adj;rijbewijs/noun;stuur/noun	3	een/det;on_verzekerd/adj;rijbewijs/noun;stuur/noun;zonder/prep	5	een/det;on_verzekerd/adj;rijbewijs/noun;stuur/noun;zonder/prep	5	een/det;on_verzekerd/adj;rijbewijs/noun;stuur/noun;zonder/prep	5
geldig/adj/algemeen_dagblad_20000125_150/624	alleen/adj;ben/verb;document/noun	3	alleen/adj;ben/verb;document/noun	3	alleen/adj;ben/verb;document/noun	3	alleen/adj;ben/verb;document/noun;niet/adv	4	alleen/adj;ben/verb;document/noun;niet/adv	4	alleen/adj;ben/verb;document/noun;niet/adv	4	alleen/adj;ben/verb;document/noun	3	alleen/adj;ben/verb;document/noun	3	alleen/adj;ben/verb;document/noun	3	alleen/adj;ben/verb;document/noun	3	alleen/adj;ben/verb;document/noun	3	alleen/adj;ben/verb;document/noun	3
geldig/adj/algemeen_dagblad_20010210_115/461	ben/verb;buitenlands/adj;jaar/noun;rijbewijs/noun	4	ben/verb;buitenlands/adj;jaar/noun;rijbewijs/noun	4	ben/verb;buitenlands/adj;jaar/noun;rijbewijs/noun	4	ben/verb;buitenlands/adj;een/det;jaar/noun;meer/adv;na/prep;niet/adv;rijbewijs/noun	8	ben/verb;buitenlands/adj;een/det;jaar/noun;meer/adv;na/prep;niet/adv;rijbewijs/noun	8	ben/verb;buitenlands/adj;een/det;jaar/noun;meer/adv;na/prep;niet/adv;rijbewijs/noun	8	buitenlands/adj;rijbewijs/noun	2	buitenlands/adj;rijbewijs/noun	2	buitenlands/adj;rijbewijs/noun	2	buitenlands/adj;meer/adv;niet/adv;rijbewijs/noun	4	buitenlands/adj;meer/adv;niet/adv;rijbewijs/noun	4	buitenlands/adj;meer/adv;niet/adv;rijbewijs/noun	4
geldig/adj/de_morgen_20011226_01_71/84	aangewezen/adj;blijf/verb	2	aangewezen/adj;blijf/verb	2	aangewezen/adj;blijf/verb	2	aangewezen/adj;blijf/verb;niet/adv	3	aangewezen/adj;blijf/verb;niet/adv	3	aangewezen/adj;blijf/verb;niet/adv	3	blijf/verb	1	blijf/verb	1	blijf/verb	1	blijf/verb;niet/adv	2	blijf/verb;niet/adv	2	blijf/verb;niet/adv	2
geldig/adj/de_morgen_19990416_01_10/530	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;die/det;geen/det;nog/adv	4	ben/verb;die/det;geen/det;nog/adv	4	ben/verb;die/det;geen/det;nog/adv	4	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;die/det;geen/det;nog/adv	4	ben/verb;die/det;geen/det;nog/adv	4	ben/verb;die/det;geen/det;nog/adv	4
geldig/adj/de_morgen_20021015_01_57/171	ben/verb;daag_op/verb;geregistreerd/adj;kiezer/noun;uitslag/noun	5	ben/verb;daag_op/verb;geregistreerd/adj;kiezer/noun;uitslag/noun	5	ben/verb;daag_op/verb;geregistreerd/adj;kiezer/noun;uitslag/noun	5	ben/verb;daag_op/verb;een/det;geregistreerd/adj;kiezer/noun;uitslag/noun;voor/prep	7	ben/verb;daag_op/verb;een/det;geregistreerd/adj;kiezer/noun;uitslag/noun;voor/prep	7	ben/verb;daag_op/verb;een/det;geregistreerd/adj;kiezer/noun;uitslag/noun;voor/prep	7	ben/verb;uitslag/noun	2	ben/verb;uitslag/noun	2	ben/verb;uitslag/noun	2	ben/verb;een/det;uitslag/noun;voor/prep	4	ben/verb;een/det;uitslag/noun;voor/prep	4	ben/verb;een/det;uitslag/noun;voor/prep	4
geldig/adj/de_morgen_20010428_01_108/187	arrangement/noun;ben/verb;door/adj;heel/adj;jaar/noun	5	arrangement/noun;ben/verb;door/adj;heel/adj;jaar/noun	5	arrangement/noun;ben/verb;door/adj;heel/adj;jaar/noun	5	arrangement/noun;ben/verb;door/adj;heel/adj;jaar/noun	5	arrangement/noun;ben/verb;door/adj;heel/adj;jaar/noun	5	arrangement/noun;ben/verb;door/adj;heel/adj;jaar/noun	5	ben/verb;door/adj;heel/adj;jaar/noun	4	ben/verb;door/adj;heel/adj;jaar/noun	4	ben/verb;door/adj;heel/adj;jaar/noun	4	ben/verb;door/adj;heel/adj;jaar/noun	4	ben/verb;door/adj;heel/adj;jaar/noun	4	ben/verb;door/adj;heel/adj;jaar/noun	4
geldig/adj/de_morgen_19990330_01_27/268	aard/noun;ben/verb;handeling/noun;toestemming/noun;wel/adj	5	aard/noun;ben/verb;handeling/noun;toestemming/noun;wel/adj	5	aard/noun;ben/verb;handeling/noun;toestemming/noun;wel/adj	5	aard/noun;ben/verb;handeling/noun;toestemming/noun;wel/adj	5	aard/noun;ben/verb;handeling/noun;toestemming/noun;wel/adj	5	aard/noun;ben/verb;handeling/noun;toestemming/noun;wel/adj	5	ben/verb;toestemming/noun;wel/adj	3	ben/verb;toestemming/noun;wel/adj	3	ben/verb;toestemming/noun;wel/adj	3	ben/verb;toestemming/noun;wel/adj	3	ben/verb;toestemming/noun;wel/adj	3	ben/verb;toestemming/noun;wel/adj	3
geldig/adj/de_morgen_20040713_01_49/135	ben/verb;jaar/noun;wet/noun;word/verb	4	ben/verb;jaar/noun;wet/noun;word/verb	4	ben/verb;jaar/noun;wet/noun;word/verb	4	ben/verb;een/det;gedurende/prep;jaar/noun;tijdens/prep;wet/noun;word/verb;ze/pron	8	ben/verb;een/det;gedurende/prep;jaar/noun;tijdens/prep;wet/noun;word/verb;ze/pron	8	ben/verb;een/det;gedurende/prep;jaar/noun;tijdens/prep;wet/noun;word/verb;ze/pron	8	ben/verb;jaar/noun;wet/noun	3	ben/verb;jaar/noun;wet/noun	3	ben/verb;jaar/noun;wet/noun	3	ben/verb;een/det;gedurende/prep;jaar/noun;wet/noun	5	ben/verb;een/det;gedurende/prep;jaar/noun;wet/noun	5	ben/verb;een/det;gedurende/prep;jaar/noun;wet/noun	5
