_id	_cws.zwart.foc10.nav.weight.bound	_cws.zwart.foc10.nav.selection.bound	_cws.zwart.foc10.nav.noweight.bound	_cws.zwart.foc10.all.weight.bound	_cws.zwart.foc10.all.selection.bound	_cws.zwart.foc10.all.noweight.bound	_cws.zwart.foc5.nav.weight.bound	_cws.zwart.foc5.nav.selection.bound	_cws.zwart.foc5.nav.noweight.bound	_cws.zwart.foc5.all.weight.bound	_cws.zwart.foc5.all.selection.bound	_cws.zwart.foc5.all.noweight.bound	_cws.zwart.foc10.nav.weight.nobound	_cws.zwart.foc10.nav.selection.nobound	_cws.zwart.foc10.nav.noweight.nobound	_cws.zwart.foc10.all.weight.nobound	_cws.zwart.foc10.all.selection.nobound	_cws.zwart.foc10.all.noweight.nobound	_cws.zwart.foc5.nav.weight.nobound	_cws.zwart.foc5.nav.selection.nobound	_cws.zwart.foc5.nav.noweight.nobound	_cws.zwart.foc5.all.weight.nobound	_cws.zwart.foc5.all.selection.nobound	_cws.zwart.foc5.all.noweight.nobound
zwart/adj/nrc_handelsblad_19991001_1/1909	barst/verb;beurs/noun;leugen/noun;maandag/noun;zal/verb	barst/verb;beurs/noun;leugen/noun;maandag/noun;zal/verb	barst/verb;beurs/noun;leugen/noun;maandag/noun;zal/verb	als/prep;barst/verb;beurs/noun;binnenkort/adv;de/det;leugen/noun;maandag/noun;mijn/det;op/prep;zal/verb	als/prep;barst/verb;beurs/noun;binnenkort/adv;de/det;leugen/noun;maandag/noun;mijn/det;op/prep;zal/verb	als/prep;barst/verb;beurs/noun;binnenkort/adv;de/det;leugen/noun;maandag/noun;mijn/det;op/prep;zal/verb	barst/verb;beurs/noun;maandag/noun	barst/verb;beurs/noun;maandag/noun	barst/verb;beurs/noun;maandag/noun	als/prep;barst/verb;beurs/noun;de/det;maandag/noun;op/prep	als/prep;barst/verb;beurs/noun;de/det;maandag/noun;op/prep	als/prep;barst/verb;beurs/noun;de/det;maandag/noun;op/prep	barst/verb;beurs/noun;leugen/noun;maandag/noun;zal/verb	barst/verb;beurs/noun;leugen/noun;maandag/noun;zal/verb	barst/verb;beurs/noun;leugen/noun;maandag/noun;zal/verb	als/prep;barst/verb;beurs/noun;binnenkort/adv;de/det;leugen/noun;maandag/noun;mijn/det;op/prep;zal/verb	als/prep;barst/verb;beurs/noun;binnenkort/adv;de/det;leugen/noun;maandag/noun;mijn/det;op/prep;zal/verb	als/prep;barst/verb;beurs/noun;binnenkort/adv;de/det;leugen/noun;maandag/noun;mijn/det;op/prep;zal/verb	barst/verb;beurs/noun;maandag/noun	barst/verb;beurs/noun;maandag/noun	barst/verb;beurs/noun;maandag/noun	als/prep;barst/verb;beurs/noun;de/det;maandag/noun;op/prep	als/prep;barst/verb;beurs/noun;de/det;maandag/noun;op/prep	als/prep;barst/verb;beurs/noun;de/det;maandag/noun;op/prep
zwart/adj/nrc_handelsblad_19991013_2/739	bes/noun;blauw/adj;rood/adj;verborgen/adj;zwart/adj	bes/noun;blauw/adj;rood/adj;verborgen/adj;zwart/adj	bes/noun;blauw/adj;rood/adj;verborgen/adj;zwart/adj	aan/prep;bes/noun;blauw/adj;de/det;rood/adj;verborgen/adj;zich/pron;zwart/adj	aan/prep;bes/noun;blauw/adj;de/det;rood/adj;verborgen/adj;zich/pron;zwart/adj	aan/prep;bes/noun;blauw/adj;de/det;rood/adj;verborgen/adj;zich/pron;zwart/adj	blauw/adj;rood/adj	blauw/adj;rood/adj	blauw/adj;rood/adj	blauw/adj;rood/adj	blauw/adj;rood/adj	blauw/adj;rood/adj	bes/noun;blauw/adj;rood/adj;verborgen/adj;zwart/adj	bes/noun;blauw/adj;rood/adj;verborgen/adj;zwart/adj	bes/noun;blauw/adj;rood/adj;verborgen/adj;zwart/adj	aan/prep;bes/noun;blauw/adj;de/det;rood/adj;verborgen/adj;zich/pron;zwart/adj	aan/prep;bes/noun;blauw/adj;de/det;rood/adj;verborgen/adj;zich/pron;zwart/adj	aan/prep;bes/noun;blauw/adj;de/det;rood/adj;verborgen/adj;zich/pron;zwart/adj	blauw/adj;rood/adj	blauw/adj;rood/adj	blauw/adj;rood/adj	blauw/adj;rood/adj	blauw/adj;rood/adj	blauw/adj;rood/adj
zwart/adj/nrc_handelsblad_19991021_174/97	angstig/adj;beweeg/adj;condoom/noun;denk/verb;zweef/adj	angstig/adj;beweeg/adj;condoom/noun;denk/verb;zweef/adj	angstig/adj;beweeg/adj;condoom/noun;denk/verb;zweef/adj	angstig/adj;beweeg/adj;condoom/noun;de/det;denk/verb;door/prep;een/det;ik/pron;mijn/det;naar/prep;nog/adv;toen/adv;zweef/adj	angstig/adj;beweeg/adj;condoom/noun;de/det;denk/verb;door/prep;een/det;ik/pron;mijn/det;naar/prep;nog/adv;toen/adv;zweef/adj	angstig/adj;beweeg/adj;condoom/noun;de/det;denk/verb;door/prep;een/det;ik/pron;mijn/det;naar/prep;nog/adv;toen/adv;zweef/adj	beweeg/adj;condoom/noun;zweef/adj	beweeg/adj;condoom/noun;zweef/adj	beweeg/adj;condoom/noun;zweef/adj	beweeg/adj;condoom/noun;de/det;een/det;naar/prep;zweef/adj	beweeg/adj;condoom/noun;de/det;een/det;naar/prep;zweef/adj	beweeg/adj;condoom/noun;de/det;een/det;naar/prep;zweef/adj	angstig/adj;beweeg/adj;condoom/noun;denk/verb;zweef/adj	angstig/adj;beweeg/adj;condoom/noun;denk/verb;zweef/adj	angstig/adj;beweeg/adj;condoom/noun;denk/verb;zweef/adj	angstig/adj;beweeg/adj;condoom/noun;de/det;denk/verb;door/prep;een/det;ik/pron;mijn/det;naar/prep;nog/adv;toen/adv;zweef/adj	angstig/adj;beweeg/adj;condoom/noun;de/det;denk/verb;door/prep;een/det;ik/pron;mijn/det;naar/prep;nog/adv;toen/adv;zweef/adj	angstig/adj;beweeg/adj;condoom/noun;de/det;denk/verb;door/prep;een/det;ik/pron;mijn/det;naar/prep;nog/adv;toen/adv;zweef/adj	beweeg/adj;condoom/noun;zweef/adj	beweeg/adj;condoom/noun;zweef/adj	beweeg/adj;condoom/noun;zweef/adj	beweeg/adj;condoom/noun;de/det;een/det;naar/prep;zweef/adj	beweeg/adj;condoom/noun;de/det;een/det;naar/prep;zweef/adj	beweeg/adj;condoom/noun;de/det;een/det;naar/prep;zweef/adj
zwart/adj/nrc_handelsblad_20000207_58/1074	ander/adj;markt/noun;sigaret/noun;smokkel/noun	ander/adj;markt/noun;sigaret/noun;smokkel/noun	ander/adj;markt/noun;sigaret/noun;smokkel/noun	ander/adj;de/det;die/det;hun/det;markt/noun;op/prep;sigaret/noun;smokkel/noun;terecht/part;van/prep;via/prep	ander/adj;de/det;die/det;hun/det;markt/noun;op/prep;sigaret/noun;smokkel/noun;terecht/part;van/prep;via/prep	ander/adj;de/det;die/det;hun/det;markt/noun;op/prep;sigaret/noun;smokkel/noun;terecht/part;van/prep;via/prep	ander/adj;markt/noun;smokkel/noun	ander/adj;markt/noun;smokkel/noun	ander/adj;markt/noun;smokkel/noun	ander/adj;de/det;markt/noun;op/prep;smokkel/noun;terecht/part;via/prep	ander/adj;de/det;markt/noun;op/prep;smokkel/noun;terecht/part;via/prep	ander/adj;de/det;markt/noun;op/prep;smokkel/noun;terecht/part;via/prep	ander/adj;ben/verb;gevolg/noun;handel/noun;illegaal/adj;logisch/adj;markt/noun;sigaret/noun;smokkel/noun	ander/adj;ben/verb;gevolg/noun;handel/noun;illegaal/adj;logisch/adj;markt/noun;sigaret/noun;smokkel/noun	ander/adj;ben/verb;gevolg/noun;handel/noun;illegaal/adj;logisch/adj;markt/noun;sigaret/noun;smokkel/noun	ander/adj;ben/verb;de/det;die/det;een/det;gevolg/noun;handel/noun;hun/det;illegaal/adj;logisch/adj;markt/noun;op/prep;sigaret/noun;smokkel/noun;terecht/part;van/prep;via/prep	ander/adj;ben/verb;de/det;die/det;een/det;gevolg/noun;handel/noun;hun/det;illegaal/adj;logisch/adj;markt/noun;op/prep;sigaret/noun;smokkel/noun;terecht/part;van/prep;via/prep	ander/adj;ben/verb;de/det;die/det;een/det;gevolg/noun;handel/noun;hun/det;illegaal/adj;logisch/adj;markt/noun;op/prep;sigaret/noun;smokkel/noun;terecht/part;van/prep;via/prep	ander/adj;illegaal/adj;markt/noun;smokkel/noun	ander/adj;illegaal/adj;markt/noun;smokkel/noun	ander/adj;illegaal/adj;markt/noun;smokkel/noun	ander/adj;de/det;illegaal/adj;markt/noun;op/prep;smokkel/noun;terecht/part;via/prep	ander/adj;de/det;illegaal/adj;markt/noun;op/prep;smokkel/noun;terecht/part;via/prep	ander/adj;de/det;illegaal/adj;markt/noun;op/prep;smokkel/noun;terecht/part;via/prep
zwart/adj/nrc_handelsblad_20000327_77/172	ben/verb;bespeel/verb;medium/noun;schrijf/verb	ben/verb;bespeel/verb;medium/noun;schrijf/verb	ben/verb;bespeel/verb;medium/noun;schrijf/verb	ben/verb;bespeel/verb;de/det;hem/pron;het/det;medium/noun;op/prep;schrijf/verb;van/prep	ben/verb;bespeel/verb;de/det;hem/pron;het/det;medium/noun;op/prep;schrijf/verb;van/prep	ben/verb;bespeel/verb;de/det;hem/pron;het/det;medium/noun;op/prep;schrijf/verb;van/prep	ben/verb;medium/noun;schrijf/verb	ben/verb;medium/noun;schrijf/verb	ben/verb;medium/noun;schrijf/verb	ben/verb;hem/pron;het/det;medium/noun;op/prep;schrijf/verb	ben/verb;hem/pron;het/det;medium/noun;op/prep;schrijf/verb	ben/verb;hem/pron;het/det;medium/noun;op/prep;schrijf/verb	ben/verb;bespeel/verb;hoe/adj;medium/noun;schrijf/verb;vraag/noun	ben/verb;bespeel/verb;hoe/adj;medium/noun;schrijf/verb;vraag/noun	ben/verb;bespeel/verb;hoe/adj;medium/noun;schrijf/verb;vraag/noun	ben/verb;bespeel/verb;de/det;hem/pron;het/det;hoe/adj;medium/noun;met/prep;op/prep;schrijf/verb;van/prep;vraag/noun;zijn/det	ben/verb;bespeel/verb;de/det;hem/pron;het/det;hoe/adj;medium/noun;met/prep;op/prep;schrijf/verb;van/prep;vraag/noun;zijn/det	ben/verb;bespeel/verb;de/det;hem/pron;het/det;hoe/adj;medium/noun;met/prep;op/prep;schrijf/verb;van/prep;vraag/noun;zijn/det	ben/verb;medium/noun;schrijf/verb	ben/verb;medium/noun;schrijf/verb	ben/verb;medium/noun;schrijf/verb	ben/verb;de/det;hem/pron;medium/noun;op/prep;schrijf/verb	ben/verb;de/det;hem/pron;medium/noun;op/prep;schrijf/verb	ben/verb;de/det;hem/pron;medium/noun;op/prep;schrijf/verb
zwart/adj/nrc_handelsblad_20000512_143/646	ben/verb;blijk/verb;gravin/noun;maak/verb;moraal/noun;onderzoek/noun;verhaal/noun;zonneklaar/adj	ben/verb;blijk/verb;gravin/noun;maak/verb;moraal/noun;onderzoek/noun;verhaal/noun;zonneklaar/adj	ben/verb;blijk/verb;gravin/noun;maak/verb;moraal/noun;onderzoek/noun;verhaal/noun;zonneklaar/adj	al/adv;ben/verb;blijk/verb;de/det;gravin/noun;het/det;maak/verb;moraal/noun;onderzoek/noun;te/adv;van/prep;verhaal/noun;wat/adv;wel/adv;zonneklaar/adj	al/adv;ben/verb;blijk/verb;de/det;gravin/noun;het/det;maak/verb;moraal/noun;onderzoek/noun;te/adv;van/prep;verhaal/noun;wat/adv;wel/adv;zonneklaar/adj	al/adv;ben/verb;blijk/verb;de/det;gravin/noun;het/det;maak/verb;moraal/noun;onderzoek/noun;te/adv;van/prep;verhaal/noun;wat/adv;wel/adv;zonneklaar/adj	ben/verb;gravin/noun;maak/verb	ben/verb;gravin/noun;maak/verb	ben/verb;gravin/noun;maak/verb	al/adv;ben/verb;de/det;gravin/noun;maak/verb;te/adv;wat/adv;wel/adv	al/adv;ben/verb;de/det;gravin/noun;maak/verb;te/adv;wat/adv;wel/adv	al/adv;ben/verb;de/det;gravin/noun;maak/verb;te/adv;wat/adv;wel/adv	ben/verb;blijk/verb;gravin/noun;maak/verb;moraal/noun;onderzoek/noun;verhaal/noun;zonneklaar/adj	ben/verb;blijk/verb;gravin/noun;maak/verb;moraal/noun;onderzoek/noun;verhaal/noun;zonneklaar/adj	ben/verb;blijk/verb;gravin/noun;maak/verb;moraal/noun;onderzoek/noun;verhaal/noun;zonneklaar/adj	al/adv;ben/verb;blijk/verb;de/det;gravin/noun;het/det;maak/verb;moraal/noun;onderzoek/noun;te/adv;van/prep;verhaal/noun;wat/adv;wel/adv;zonneklaar/adj	al/adv;ben/verb;blijk/verb;de/det;gravin/noun;het/det;maak/verb;moraal/noun;onderzoek/noun;te/adv;van/prep;verhaal/noun;wat/adv;wel/adv;zonneklaar/adj	al/adv;ben/verb;blijk/verb;de/det;gravin/noun;het/det;maak/verb;moraal/noun;onderzoek/noun;te/adv;van/prep;verhaal/noun;wat/adv;wel/adv;zonneklaar/adj	ben/verb;gravin/noun;maak/verb	ben/verb;gravin/noun;maak/verb	ben/verb;gravin/noun;maak/verb	al/adv;ben/verb;de/det;gravin/noun;maak/verb;te/adv;wat/adv;wel/adv	al/adv;ben/verb;de/det;gravin/noun;maak/verb;te/adv;wat/adv;wel/adv	al/adv;ben/verb;de/det;gravin/noun;maak/verb;te/adv;wat/adv;wel/adv
zwart/adj/nrc_handelsblad_20000512_20/1242	groot/adj;hoed/noun;jas/noun;oranje/adj	groot/adj;hoed/noun;jas/noun;oranje/adj	groot/adj;hoed/noun;jas/noun;oranje/adj	allemaal/pron;een/det;groot/adj;hoed/noun;jas/noun;met/prep;oranje/adj	allemaal/pron;een/det;groot/adj;hoed/noun;jas/noun;met/prep;oranje/adj	allemaal/pron;een/det;groot/adj;hoed/noun;jas/noun;met/prep;oranje/adj	groot/adj;hoed/noun	groot/adj;hoed/noun	groot/adj;hoed/noun	allemaal/pron;groot/adj;hoed/noun;met/prep	allemaal/pron;groot/adj;hoed/noun;met/prep	allemaal/pron;groot/adj;hoed/noun;met/prep	ben/verb;gewoon/adj;groot/adj;hoed/noun;jas/noun;kan/verb;meid/noun;oranje/adj	ben/verb;gewoon/adj;groot/adj;hoed/noun;jas/noun;kan/verb;meid/noun;oranje/adj	ben/verb;gewoon/adj;groot/adj;hoed/noun;jas/noun;kan/verb;meid/noun;oranje/adj	allemaal/pron;ben/verb;een/det;gewoon/adj;groot/adj;hoed/noun;ik/pron;jas/noun;kan/verb;meid/noun;met/prep;niet/adv;oranje/adj;zomaar/adv	allemaal/pron;ben/verb;een/det;gewoon/adj;groot/adj;hoed/noun;ik/pron;jas/noun;kan/verb;meid/noun;met/prep;niet/adv;oranje/adj;zomaar/adv	allemaal/pron;ben/verb;een/det;gewoon/adj;groot/adj;hoed/noun;ik/pron;jas/noun;kan/verb;meid/noun;met/prep;niet/adv;oranje/adj;zomaar/adv	groot/adj;hoed/noun;kan/verb	groot/adj;hoed/noun;kan/verb	groot/adj;hoed/noun;kan/verb	allemaal/pron;groot/adj;hoed/noun;ik/pron;kan/verb;met/prep;niet/adv	allemaal/pron;groot/adj;hoed/noun;ik/pron;kan/verb;met/prep;niet/adv	allemaal/pron;groot/adj;hoed/noun;ik/pron;kan/verb;met/prep;niet/adv
zwart/adj/nrc_handelsblad_20000527_117/117	ben/verb;eigenlijk/adj;koloniaal/adj;symbool/noun;verleden/noun;win/verb	ben/verb;eigenlijk/adj;koloniaal/adj;symbool/noun;verleden/noun;win/verb	ben/verb;eigenlijk/adj;koloniaal/adj;symbool/noun;verleden/noun;win/verb	ben/verb;de/det;een/det;eigenlijk/adj;koloniaal/adj;symbool/noun;van/prep;verleden/noun;win/verb	ben/verb;de/det;een/det;eigenlijk/adj;koloniaal/adj;symbool/noun;van/prep;verleden/noun;win/verb	ben/verb;de/det;een/det;eigenlijk/adj;koloniaal/adj;symbool/noun;van/prep;verleden/noun;win/verb	ben/verb;koloniaal/adj;symbool/noun;verleden/noun	ben/verb;koloniaal/adj;symbool/noun;verleden/noun	ben/verb;koloniaal/adj;symbool/noun;verleden/noun	ben/verb;een/det;koloniaal/adj;symbool/noun;van/prep;verleden/noun	ben/verb;een/det;koloniaal/adj;symbool/noun;van/prep;verleden/noun	ben/verb;een/det;koloniaal/adj;symbool/noun;van/prep;verleden/noun	ben/verb;eigenlijk/adj;koloniaal/adj;laat/adj;oor/noun;symbool/noun;verleden/noun;win/verb	ben/verb;eigenlijk/adj;koloniaal/adj;laat/adj;oor/noun;symbool/noun;verleden/noun;win/verb	ben/verb;eigenlijk/adj;koloniaal/adj;laat/adj;oor/noun;symbool/noun;verleden/noun;win/verb	ben/verb;de/det;een/det;eigenlijk/adj;het/det;koloniaal/adj;laat/adj;oor/noun;symbool/noun;van/prep;verleden/noun;win/verb	ben/verb;de/det;een/det;eigenlijk/adj;het/det;koloniaal/adj;laat/adj;oor/noun;symbool/noun;van/prep;verleden/noun;win/verb	ben/verb;de/det;een/det;eigenlijk/adj;het/det;koloniaal/adj;laat/adj;oor/noun;symbool/noun;van/prep;verleden/noun;win/verb	ben/verb;koloniaal/adj;symbool/noun;verleden/noun	ben/verb;koloniaal/adj;symbool/noun;verleden/noun	ben/verb;koloniaal/adj;symbool/noun;verleden/noun	ben/verb;een/det;koloniaal/adj;symbool/noun;van/prep;verleden/noun	ben/verb;een/det;koloniaal/adj;symbool/noun;van/prep;verleden/noun	ben/verb;een/det;koloniaal/adj;symbool/noun;van/prep;verleden/noun
zwart/adj/nrc_handelsblad_20000824_137/88	advocaat/noun;ben/verb;kaal/adj;man/noun;merkwaardig/adj	advocaat/noun;ben/verb;kaal/adj;man/noun;merkwaardig/adj	advocaat/noun;ben/verb;kaal/adj;man/noun;merkwaardig/adj	advocaat/noun;ben/verb;een/det;in/prep;kaal/adj;man/noun;merkwaardig/adj	advocaat/noun;ben/verb;een/det;in/prep;kaal/adj;man/noun;merkwaardig/adj	advocaat/noun;ben/verb;een/det;in/prep;kaal/adj;man/noun;merkwaardig/adj				een/det;in/prep;merkwaardig/adj	een/det;in/prep;merkwaardig/adj	een/det;in/prep;merkwaardig/adj	advocaat/noun;ben/verb;gezelschap/noun;kaal/adj;man/noun;merkwaardig/adj	advocaat/noun;ben/verb;gezelschap/noun;kaal/adj;man/noun;merkwaardig/adj	advocaat/noun;ben/verb;gezelschap/noun;kaal/adj;man/noun;merkwaardig/adj	advocaat/noun;ben/verb;een/det;gezelschap/noun;het/det;hij/pron;in/prep;kaal/adj;man/noun;merkwaardig/adj;van/prep	advocaat/noun;ben/verb;een/det;gezelschap/noun;het/det;hij/pron;in/prep;kaal/adj;man/noun;merkwaardig/adj;van/prep	advocaat/noun;ben/verb;een/det;gezelschap/noun;het/det;hij/pron;in/prep;kaal/adj;man/noun;merkwaardig/adj;van/prep	ben/verb;merkwaardig/adj	ben/verb;merkwaardig/adj	ben/verb;merkwaardig/adj	ben/verb;hij/pron;in/prep;merkwaardig/adj	ben/verb;hij/pron;in/prep;merkwaardig/adj	ben/verb;hij/pron;in/prep;merkwaardig/adj
zwart/adj/nrc_handelsblad_20010103_40/637	ander/adj;gat/noun;minister/noun;trap/verb;vrees/verb	ander/adj;gat/noun;minister/noun;trap/verb;vrees/verb	ander/adj;gat/noun;minister/noun;trap/verb;vrees/verb	ander/adj;de/det;een/det;gat/noun;in/prep;minister/noun;trap/verb;vrees/verb	ander/adj;de/det;een/det;gat/noun;in/prep;minister/noun;trap/verb;vrees/verb	ander/adj;de/det;een/det;gat/noun;in/prep;minister/noun;trap/verb;vrees/verb	gat/noun;minister/noun;trap/verb	gat/noun;minister/noun;trap/verb	gat/noun;minister/noun;trap/verb	de/det;een/det;gat/noun;in/prep;minister/noun;trap/verb	de/det;een/det;gat/noun;in/prep;minister/noun;trap/verb	de/det;een/det;gat/noun;in/prep;minister/noun;trap/verb	ander/adj;bedenk/verb;ben/verb;gat/noun;minister/noun;trap/verb;vast/adj;vrees/verb	ander/adj;bedenk/verb;ben/verb;gat/noun;minister/noun;trap/verb;vast/adj;vrees/verb	ander/adj;bedenk/verb;ben/verb;gat/noun;minister/noun;trap/verb;vast/adj;vrees/verb	ander/adj;bedenk/verb;ben/verb;de/det;dit/det;door/prep;een/det;gat/noun;in/prep;minister/noun;trap/verb;vast/adj;vrees/verb	ander/adj;bedenk/verb;ben/verb;de/det;dit/det;door/prep;een/det;gat/noun;in/prep;minister/noun;trap/verb;vast/adj;vrees/verb	ander/adj;bedenk/verb;ben/verb;de/det;dit/det;door/prep;een/det;gat/noun;in/prep;minister/noun;trap/verb;vast/adj;vrees/verb	gat/noun;minister/noun;trap/verb	gat/noun;minister/noun;trap/verb	gat/noun;minister/noun;trap/verb	de/det;dit/det;gat/noun;in/prep;minister/noun;trap/verb	de/det;dit/det;gat/noun;in/prep;minister/noun;trap/verb	de/det;dit/det;gat/noun;in/prep;minister/noun;trap/verb
zwart/adj/nrc_handelsblad_20010126_108/664	baken/noun;ben/verb;zie/verb	baken/noun;ben/verb;zie/verb	baken/noun;ben/verb;zie/verb	baken/noun;ben/verb;de/det;die/pron;het/det;hij/pron;mijn/det;zie/verb	baken/noun;ben/verb;de/det;die/pron;het/det;hij/pron;mijn/det;zie/verb	baken/noun;ben/verb;de/det;die/pron;het/det;hij/pron;mijn/det;zie/verb	baken/noun;ben/verb;zie/verb	baken/noun;ben/verb;zie/verb	baken/noun;ben/verb;zie/verb	baken/noun;ben/verb;hij/pron;mijn/det;zie/verb	baken/noun;ben/verb;hij/pron;mijn/det;zie/verb	baken/noun;ben/verb;hij/pron;mijn/det;zie/verb	baken/noun;ben/verb;leer/verb;lees/verb;zie/verb	baken/noun;ben/verb;leer/verb;lees/verb;zie/verb	baken/noun;ben/verb;leer/verb;lees/verb;zie/verb	baken/noun;ben/verb;de/det;die/pron;haar/det;haar/pron;het/det;hij/pron;leer/verb;lees/verb;mijn/det;zie/verb	baken/noun;ben/verb;de/det;die/pron;haar/det;haar/pron;het/det;hij/pron;leer/verb;lees/verb;mijn/det;zie/verb	baken/noun;ben/verb;de/det;die/pron;haar/det;haar/pron;het/det;hij/pron;leer/verb;lees/verb;mijn/det;zie/verb	baken/noun;ben/verb;leer/verb;zie/verb	baken/noun;ben/verb;leer/verb;zie/verb	baken/noun;ben/verb;leer/verb;zie/verb	baken/noun;ben/verb;hij/pron;leer/verb;mijn/det;zie/verb	baken/noun;ben/verb;hij/pron;leer/verb;mijn/det;zie/verb	baken/noun;ben/verb;hij/pron;leer/verb;mijn/det;zie/verb
zwart/adj/nrc_handelsblad_20010223_26/700	ben/verb;liefde/noun;onbereikbaar/adj;verhaal/noun;zegening/noun	ben/verb;liefde/noun;onbereikbaar/adj;verhaal/noun;zegening/noun	ben/verb;liefde/noun;onbereikbaar/adj;verhaal/noun;zegening/noun	ben/verb;de/det;door/prep;een/det;in/prep;liefde/noun;onbereikbaar/adj;over/prep;van/prep;verhaal/noun;zegening/noun	ben/verb;de/det;door/prep;een/det;in/prep;liefde/noun;onbereikbaar/adj;over/prep;van/prep;verhaal/noun;zegening/noun	ben/verb;de/det;door/prep;een/det;in/prep;liefde/noun;onbereikbaar/adj;over/prep;van/prep;verhaal/noun;zegening/noun				ben/verb;de/det;door/prep;in/prep;van/prep	ben/verb;de/det;door/prep;in/prep;van/prep	ben/verb;de/det;door/prep;in/prep;van/prep	ben/verb;liefde/noun;onbereikbaar/adj;verhaal/noun;zegening/noun	ben/verb;liefde/noun;onbereikbaar/adj;verhaal/noun;zegening/noun	ben/verb;liefde/noun;onbereikbaar/adj;verhaal/noun;zegening/noun	ben/verb;de/det;door/prep;een/det;in/prep;liefde/noun;onbereikbaar/adj;over/prep;van/prep;verhaal/noun;zegening/noun	ben/verb;de/det;door/prep;een/det;in/prep;liefde/noun;onbereikbaar/adj;over/prep;van/prep;verhaal/noun;zegening/noun	ben/verb;de/det;door/prep;een/det;in/prep;liefde/noun;onbereikbaar/adj;over/prep;van/prep;verhaal/noun;zegening/noun				ben/verb;de/det;door/prep;in/prep;van/prep	ben/verb;de/det;door/prep;in/prep;van/prep	ben/verb;de/det;door/prep;in/prep;van/prep
zwart/adj/nrc_handelsblad_20010411_32/223	bivakmutsen/noun;draag/verb;financieel/adj;inval/noun;lid/noun;politie/noun	bivakmutsen/noun;draag/verb;financieel/adj;inval/noun;lid/noun;politie/noun	bivakmutsen/noun;draag/verb;financieel/adj;inval/noun;lid/noun;politie/noun	bij/prep;bivakmutsen/noun;de/det;draag/verb;financieel/adj;inval/noun;lid/noun;politie/noun;van/prep	bij/prep;bivakmutsen/noun;de/det;draag/verb;financieel/adj;inval/noun;lid/noun;politie/noun;van/prep	bij/prep;bivakmutsen/noun;de/det;draag/verb;financieel/adj;inval/noun;lid/noun;politie/noun;van/prep	bivakmutsen/noun;financieel/adj;inval/noun;politie/noun	bivakmutsen/noun;financieel/adj;inval/noun;politie/noun	bivakmutsen/noun;financieel/adj;inval/noun;politie/noun	bij/prep;bivakmutsen/noun;de/det;financieel/adj;inval/noun;politie/noun	bij/prep;bivakmutsen/noun;de/det;financieel/adj;inval/noun;politie/noun	bij/prep;bivakmutsen/noun;de/det;financieel/adj;inval/noun;politie/noun	bivakmutsen/noun;draag/verb;financieel/adj;inval/noun;lid/noun;politie/noun	bivakmutsen/noun;draag/verb;financieel/adj;inval/noun;lid/noun;politie/noun	bivakmutsen/noun;draag/verb;financieel/adj;inval/noun;lid/noun;politie/noun	bij/prep;bivakmutsen/noun;de/det;draag/verb;financieel/adj;inval/noun;lid/noun;politie/noun;van/prep	bij/prep;bivakmutsen/noun;de/det;draag/verb;financieel/adj;inval/noun;lid/noun;politie/noun;van/prep	bij/prep;bivakmutsen/noun;de/det;draag/verb;financieel/adj;inval/noun;lid/noun;politie/noun;van/prep	bivakmutsen/noun;financieel/adj;inval/noun;politie/noun	bivakmutsen/noun;financieel/adj;inval/noun;politie/noun	bivakmutsen/noun;financieel/adj;inval/noun;politie/noun	bij/prep;bivakmutsen/noun;financieel/adj;inval/noun;politie/noun	bij/prep;bivakmutsen/noun;financieel/adj;inval/noun;politie/noun	bij/prep;bivakmutsen/noun;financieel/adj;inval/noun;politie/noun
